Namespace(alpha=0.6, batch_size=32, beta_init=0.4, buffer_capacity=10000, clip_grad=False, device='cuda', envname='LunarLander-v2', epsilon_decay=0.9, epsilon_init=1, epsilon_min=0.01, epsilon_range=None, eval_episode=5, eval_period=1000, gamma=0.99, lr=0.001, max_episode_len=1000, model_dir='models/', n_iterations=300000, n_steps=1, natoms=51, no_dist=False, no_double=True, no_dueling=True, no_noisy=True, no_prioritized=True, noisy_std=0.5, save_model=False, start_update=100, target_update_period=100, vmax=100, vmin=-100, write_period=100)
Iteration:       0, Train reward:    3.088, Eval reward:  -28.877, TD loss:  -1.594, Epsiode:    0, Epsilon:     1.0
Iteration:    5200, Train reward: -107.531, Eval reward: -144.149, TD loss:  153.33, Epsiode:   16, Epsilon:   0.185
Iteration:    5300, Train reward: -113.166, Eval reward:  -126.24, TD loss: 134.723, Epsiode:   16, Epsilon:   0.185
Iteration:    5400, Train reward: -111.086, Eval reward: -140.272, TD loss: 154.096, Epsiode:   16, Epsilon:   0.185
Iteration:    5500, Train reward: -101.643, Eval reward: -131.753, TD loss: 160.611, Epsiode:   16, Epsilon:   0.185
Iteration:    5600, Train reward: -115.892, Eval reward:  -124.69, TD loss: 143.707, Epsiode:   16, Epsilon:   0.185
Iteration:    5700, Train reward: -107.194, Eval reward: -137.888, TD loss: 146.711, Epsiode:   16, Epsilon:   0.185
Iteration:    5800, Train reward: -119.708, Eval reward:  -129.74, TD loss: 154.524, Epsiode:   16, Epsilon:   0.185
Iteration:    5900, Train reward:  -91.069, Eval reward: -125.142, TD loss: 150.104, Epsiode:   17, Epsilon:   0.167
Iteration:    6000, Train reward:  -99.535, Eval reward: -345.667, TD loss: 167.143, Epsiode:   17, Epsilon:   0.167
Iteration:    6100, Train reward:  -97.712, Eval reward: -340.832, TD loss: 169.836, Epsiode:   17, Epsilon:   0.167
Iteration:    6200, Train reward:  -83.342, Eval reward: -343.899, TD loss: 148.318, Epsiode:   17, Epsilon:   0.167
Iteration:    6300, Train reward:  -92.565, Eval reward:  -335.02, TD loss:   154.0, Epsiode:   17, Epsilon:   0.167
Iteration:    6400, Train reward:   -95.36, Eval reward: -331.781, TD loss: 142.253, Epsiode:   17, Epsilon:   0.167
Iteration:    6500, Train reward: -107.992, Eval reward: -339.254, TD loss: 158.437, Epsiode:   17, Epsilon:   0.167
Iteration:    6600, Train reward: -103.528, Eval reward:  -339.76, TD loss: 141.757, Epsiode:   17, Epsilon:   0.167
Iteration:    6700, Train reward: -102.791, Eval reward: -339.332, TD loss:   148.9, Epsiode:   17, Epsilon:   0.167
Iteration:    6800, Train reward: -110.084, Eval reward: -338.968, TD loss: 175.388, Epsiode:   17, Epsilon:   0.167
Iteration:    6900, Train reward:  -102.11, Eval reward: -313.902, TD loss: 163.089, Epsiode:   18, Epsilon:    0.15
Iteration:    7000, Train reward: -103.259, Eval reward:  -39.451, TD loss: 175.167, Epsiode:   18, Epsilon:    0.15
Iteration:    7100, Train reward:  -83.745, Eval reward:  -45.308, TD loss:  150.65, Epsiode:   18, Epsilon:    0.15
Iteration:    7200, Train reward:  -99.816, Eval reward:  -53.151, TD loss: 149.185, Epsiode:   18, Epsilon:    0.15
Iteration:    7300, Train reward: -107.054, Eval reward:  -54.518, TD loss: 159.707, Epsiode:   18, Epsilon:    0.15
Iteration:    7400, Train reward:  -92.176, Eval reward:  -35.293, TD loss: 151.452, Epsiode:   18, Epsilon:    0.15
Iteration:    7500, Train reward:  -96.985, Eval reward:  -63.025, TD loss: 151.336, Epsiode:   18, Epsilon:    0.15
Iteration:    7600, Train reward: -102.286, Eval reward:  -48.475, TD loss: 141.826, Epsiode:   18, Epsilon:    0.15
Iteration:    7700, Train reward:  -99.113, Eval reward:  -61.932, TD loss: 138.676, Epsiode:   18, Epsilon:    0.15
Iteration:    7800, Train reward: -102.183, Eval reward:  -40.102, TD loss: 133.958, Epsiode:   18, Epsilon:    0.15
Iteration:    7900, Train reward:  -99.472, Eval reward:   -63.11, TD loss: 149.682, Epsiode:   19, Epsilon:   0.135
Iteration:    8000, Train reward:  -98.561, Eval reward:  -96.191, TD loss: 150.342, Epsiode:   19, Epsilon:   0.135
Iteration:    8100, Train reward: -102.914, Eval reward: -100.432, TD loss: 153.548, Epsiode:   19, Epsilon:   0.135
Iteration:    8200, Train reward: -105.462, Eval reward:  -94.137, TD loss: 147.235, Epsiode:   19, Epsilon:   0.135
Iteration:    8300, Train reward:  -96.136, Eval reward: -115.217, TD loss:  137.19, Epsiode:   19, Epsilon:   0.135
Iteration:    8400, Train reward:  -96.806, Eval reward:  -81.694, TD loss: 146.823, Epsiode:   19, Epsilon:   0.135
Iteration:    8500, Train reward:  -109.55, Eval reward: -115.997, TD loss: 141.807, Epsiode:   19, Epsilon:   0.135
Iteration:    8600, Train reward:  -89.408, Eval reward:  -86.879, TD loss: 141.057, Epsiode:   19, Epsilon:   0.135
Iteration:    8700, Train reward: -107.935, Eval reward:  -99.448, TD loss: 134.434, Epsiode:   19, Epsilon:   0.135
Iteration:    8800, Train reward: -100.207, Eval reward:  -91.877, TD loss: 144.223, Epsiode:   19, Epsilon:   0.135
Iteration:    8900, Train reward:  -99.093, Eval reward:   -99.56, TD loss: 155.588, Epsiode:   20, Epsilon:   0.122
Iteration:    9000, Train reward:  -92.468, Eval reward: -175.936, TD loss: 149.894, Epsiode:   20, Epsilon:   0.122
Iteration:    9100, Train reward:  -105.58, Eval reward: -146.086, TD loss: 143.144, Epsiode:   20, Epsilon:   0.122
Iteration:    9200, Train reward: -100.063, Eval reward: -188.115, TD loss: 138.991, Epsiode:   20, Epsilon:   0.122
Iteration:    9300, Train reward:   -83.65, Eval reward: -164.526, TD loss: 131.584, Epsiode:   20, Epsilon:   0.122
Iteration:    9400, Train reward:  -99.906, Eval reward: -159.799, TD loss: 150.998, Epsiode:   20, Epsilon:   0.122
Iteration:    9500, Train reward: -100.616, Eval reward: -168.857, TD loss: 141.856, Epsiode:   20, Epsilon:   0.122
Iteration:    9600, Train reward:  -95.309, Eval reward: -164.507, TD loss: 143.751, Epsiode:   20, Epsilon:   0.122
Iteration:    9700, Train reward:  -89.938, Eval reward: -185.327, TD loss: 151.216, Epsiode:   20, Epsilon:   0.122
Iteration:    9800, Train reward: -107.033, Eval reward: -176.098, TD loss: 154.362, Epsiode:   20, Epsilon:   0.122
Iteration:    9900, Train reward: -112.171, Eval reward: -167.702, TD loss: 138.982, Epsiode:   21, Epsilon:   0.109
Iteration:   10000, Train reward:  -93.633, Eval reward:  -73.881, TD loss: 141.177, Epsiode:   21, Epsilon:   0.109
Iteration:   10100, Train reward: -114.255, Eval reward:  -33.523, TD loss: 151.031, Epsiode:   21, Epsilon:   0.109
Iteration:   10200, Train reward:  -99.115, Eval reward:  -48.546, TD loss: 150.965, Epsiode:   21, Epsilon:   0.109
Iteration:   10300, Train reward: -117.562, Eval reward:   -55.19, TD loss: 141.838, Epsiode:   21, Epsilon:   0.109
Iteration:   10400, Train reward:  -97.423, Eval reward:  -62.294, TD loss: 156.015, Epsiode:   21, Epsilon:   0.109
Iteration:   10500, Train reward: -114.856, Eval reward:  -52.987, TD loss: 147.052, Epsiode:   21, Epsilon:   0.109
Iteration:   10600, Train reward: -100.145, Eval reward:  -58.577, TD loss: 149.146, Epsiode:   21, Epsilon:   0.109
Iteration:   10700, Train reward:  -98.519, Eval reward:  -52.265, TD loss:   166.5, Epsiode:   21, Epsilon:   0.109
Iteration:   10800, Train reward: -103.131, Eval reward:  -61.248, TD loss: 148.545, Epsiode:   21, Epsilon:   0.109
Iteration:   10900, Train reward: -121.173, Eval reward:  -61.907, TD loss: 152.663, Epsiode:   22, Epsilon:   0.098
Iteration:   11000, Train reward: -103.864, Eval reward:  -83.534, TD loss: 151.632, Epsiode:   22, Epsilon:   0.098
Iteration:   11100, Train reward: -105.913, Eval reward:  -61.998, TD loss:  142.07, Epsiode:   22, Epsilon:   0.098
Iteration:   11200, Train reward:  -98.963, Eval reward:  -93.482, TD loss: 132.977, Epsiode:   22, Epsilon:   0.098
Iteration:   11300, Train reward: -103.078, Eval reward:  -74.107, TD loss: 148.859, Epsiode:   22, Epsilon:   0.098
Iteration:   11400, Train reward: -103.561, Eval reward:  -95.087, TD loss: 148.494, Epsiode:   22, Epsilon:   0.098
Iteration:   11500, Train reward:  -92.979, Eval reward:  -94.909, TD loss: 136.114, Epsiode:   22, Epsilon:   0.098
Iteration:   11600, Train reward: -105.486, Eval reward:  -71.672, TD loss: 141.678, Epsiode:   22, Epsilon:   0.098
Iteration:   11700, Train reward:  -76.436, Eval reward:  -75.786, TD loss: 153.852, Epsiode:   23, Epsilon:   0.089
Iteration:   11800, Train reward:  -67.181, Eval reward:  -77.122, TD loss: 147.342, Epsiode:   23, Epsilon:   0.089
Iteration:   11900, Train reward:  -89.472, Eval reward:  -95.972, TD loss:  140.27, Epsiode:   23, Epsilon:   0.089
Iteration:   12000, Train reward:  -94.864, Eval reward:  -13.892, TD loss: 140.078, Epsiode:   23, Epsilon:   0.089
Iteration:   12100, Train reward:  -69.971, Eval reward:   -7.192, TD loss: 154.014, Epsiode:   23, Epsilon:   0.089
Iteration:   12200, Train reward:  -92.045, Eval reward:  -10.105, TD loss: 138.735, Epsiode:   23, Epsilon:   0.089
Iteration:   12300, Train reward:  -88.398, Eval reward:  -19.688, TD loss: 154.173, Epsiode:   23, Epsilon:   0.089
Iteration:   12400, Train reward:  -94.141, Eval reward:   -4.614, TD loss:   143.8, Epsiode:   23, Epsilon:   0.089
Iteration:   12500, Train reward:  -77.827, Eval reward:    3.773, TD loss: 144.801, Epsiode:   23, Epsilon:   0.089
Iteration:   12600, Train reward:  -98.633, Eval reward:  -21.676, TD loss: 143.826, Epsiode:   23, Epsilon:   0.089
Iteration:   12700, Train reward:  -65.093, Eval reward:   -8.021, TD loss: 163.723, Epsiode:   24, Epsilon:    0.08
Iteration:   12800, Train reward:   -96.57, Eval reward:   -5.808, TD loss: 147.969, Epsiode:   24, Epsilon:    0.08
Iteration:   12900, Train reward:  -94.697, Eval reward:  -15.367, TD loss: 146.579, Epsiode:   24, Epsilon:    0.08
Iteration:   13000, Train reward:  -75.295, Eval reward:  -51.653, TD loss: 149.553, Epsiode:   24, Epsilon:    0.08
Iteration:   13100, Train reward:  -73.886, Eval reward:  -49.368, TD loss: 128.713, Epsiode:   24, Epsilon:    0.08
Iteration:   13200, Train reward:  -93.762, Eval reward:  -67.806, TD loss: 140.503, Epsiode:   24, Epsilon:    0.08
Iteration:   13300, Train reward:  -79.494, Eval reward:  -52.376, TD loss: 132.595, Epsiode:   24, Epsilon:    0.08
Iteration:   13400, Train reward:  -92.022, Eval reward:  -47.183, TD loss:  142.04, Epsiode:   24, Epsilon:    0.08
Iteration:   13500, Train reward:  -74.287, Eval reward:  -57.148, TD loss: 161.351, Epsiode:   24, Epsilon:    0.08
Iteration:   13600, Train reward:  -82.265, Eval reward:  -64.163, TD loss: 137.263, Epsiode:   24, Epsilon:    0.08
Iteration:   13700, Train reward:  -89.029, Eval reward:  -59.773, TD loss: 155.042, Epsiode:   25, Epsilon:   0.072
Iteration:   13800, Train reward:  -91.396, Eval reward:  -71.214, TD loss: 139.191, Epsiode:   25, Epsilon:   0.072
Iteration:   13900, Train reward:  -90.433, Eval reward:  -73.508, TD loss: 152.328, Epsiode:   25, Epsilon:   0.072
Iteration:   14000, Train reward: -100.368, Eval reward:   26.058, TD loss: 145.014, Epsiode:   25, Epsilon:   0.072
Iteration:   14100, Train reward:  -79.552, Eval reward:   15.561, TD loss: 132.215, Epsiode:   25, Epsilon:   0.072
Iteration:   14200, Train reward:  -85.193, Eval reward:    -0.34, TD loss: 148.066, Epsiode:   25, Epsilon:   0.072
Iteration:   14300, Train reward:  -96.249, Eval reward:   20.935, TD loss: 117.386, Epsiode:   25, Epsilon:   0.072
Iteration:   14400, Train reward:  -94.687, Eval reward:   35.314, TD loss: 149.805, Epsiode:   25, Epsilon:   0.072
Iteration:   14500, Train reward:  -81.801, Eval reward:   18.426, TD loss: 133.273, Epsiode:   25, Epsilon:   0.072
Iteration:   14600, Train reward: -100.203, Eval reward:    9.393, TD loss: 141.841, Epsiode:   25, Epsilon:   0.072
Iteration:   14700, Train reward:  -87.048, Eval reward:   31.849, TD loss: 144.537, Epsiode:   26, Epsilon:   0.065
Iteration:   14800, Train reward:  -72.993, Eval reward:   19.057, TD loss: 133.648, Epsiode:   26, Epsilon:   0.065
Iteration:   14900, Train reward:  -71.866, Eval reward:    12.99, TD loss: 131.509, Epsiode:   26, Epsilon:   0.065
Iteration:   15000, Train reward:  -83.706, Eval reward: -111.276, TD loss: 113.667, Epsiode:   26, Epsilon:   0.065
Iteration:   15100, Train reward:  -89.548, Eval reward: -128.654, TD loss: 138.039, Epsiode:   26, Epsilon:   0.065
Iteration:   15200, Train reward: -104.813, Eval reward: -117.383, TD loss: 129.657, Epsiode:   26, Epsilon:   0.065
Iteration:   15300, Train reward:  -75.862, Eval reward:  -116.79, TD loss: 152.201, Epsiode:   26, Epsilon:   0.065
Iteration:   15400, Train reward:  -72.937, Eval reward: -122.808, TD loss: 126.605, Epsiode:   26, Epsilon:   0.065
Iteration:   15500, Train reward:  -87.798, Eval reward: -120.482, TD loss:  120.36, Epsiode:   26, Epsilon:   0.065
Iteration:   15600, Train reward:  -80.585, Eval reward:  -93.634, TD loss: 155.192, Epsiode:   26, Epsilon:   0.065
Iteration:   15700, Train reward:  -67.831, Eval reward: -121.416, TD loss: 130.397, Epsiode:   27, Epsilon:   0.058
Iteration:   15800, Train reward:  -78.753, Eval reward: -107.119, TD loss: 144.529, Epsiode:   27, Epsilon:   0.058
Iteration:   15900, Train reward:  -49.698, Eval reward: -114.115, TD loss:  127.83, Epsiode:   27, Epsilon:   0.058
Iteration:   16000, Train reward:  -64.784, Eval reward:  -66.133, TD loss: 138.417, Epsiode:   27, Epsilon:   0.058
Iteration:   16100, Train reward:  -83.515, Eval reward:  -79.384, TD loss:  153.42, Epsiode:   27, Epsilon:   0.058
Iteration:   16200, Train reward:  -55.233, Eval reward:  -66.377, TD loss: 135.452, Epsiode:   27, Epsilon:   0.058
Iteration:   16300, Train reward:  -71.955, Eval reward:  -58.938, TD loss: 131.765, Epsiode:   27, Epsilon:   0.058
Iteration:   16400, Train reward:  -73.822, Eval reward:  -86.879, TD loss: 147.861, Epsiode:   27, Epsilon:   0.058
Iteration:   16500, Train reward:  -78.036, Eval reward:  -70.704, TD loss: 133.357, Epsiode:   27, Epsilon:   0.058
Iteration:   16600, Train reward:  -70.726, Eval reward:  -68.676, TD loss: 118.365, Epsiode:   27, Epsilon:   0.058
Iteration:   16700, Train reward:  -62.236, Eval reward:  -57.063, TD loss: 129.952, Epsiode:   28, Epsilon:   0.052
Iteration:   16800, Train reward:  -74.162, Eval reward:   -67.31, TD loss: 143.972, Epsiode:   28, Epsilon:   0.052
Iteration:   16900, Train reward:  -80.643, Eval reward:  -80.386, TD loss: 130.884, Epsiode:   28, Epsilon:   0.052
Iteration:   17000, Train reward:  -96.304, Eval reward:  -86.019, TD loss: 116.596, Epsiode:   28, Epsilon:   0.052
Iteration:   17100, Train reward: -103.109, Eval reward:  -88.027, TD loss: 133.998, Epsiode:   28, Epsilon:   0.052
Iteration:   17200, Train reward:  -71.565, Eval reward:   -98.61, TD loss: 120.673, Epsiode:   28, Epsilon:   0.052
Iteration:   17300, Train reward:  -65.784, Eval reward:  -80.117, TD loss: 133.963, Epsiode:   28, Epsilon:   0.052
Iteration:   17400, Train reward:   -99.91, Eval reward:  -67.716, TD loss:  149.24, Epsiode:   28, Epsilon:   0.052
Iteration:   17500, Train reward:  -60.705, Eval reward: -100.603, TD loss: 136.936, Epsiode:   28, Epsilon:   0.052
Iteration:   17600, Train reward:  -80.855, Eval reward:  -81.408, TD loss:  131.65, Epsiode:   28, Epsilon:   0.052
Iteration:   17700, Train reward:  -51.258, Eval reward:  -78.283, TD loss: 129.026, Epsiode:   29, Epsilon:   0.047
Iteration:   17800, Train reward:  -53.257, Eval reward:   -76.04, TD loss: 112.441, Epsiode:   29, Epsilon:   0.047
Iteration:   17900, Train reward:  -55.702, Eval reward:  -66.035, TD loss: 133.086, Epsiode:   29, Epsilon:   0.047
Iteration:   18000, Train reward:   -80.22, Eval reward:  -83.568, TD loss: 134.957, Epsiode:   29, Epsilon:   0.047
Iteration:   18100, Train reward:   -82.58, Eval reward:  -94.861, TD loss: 129.398, Epsiode:   29, Epsilon:   0.047
Iteration:   18200, Train reward:  -85.232, Eval reward:  -88.555, TD loss: 152.108, Epsiode:   29, Epsilon:   0.047
Iteration:   18300, Train reward:  -73.033, Eval reward:  -67.488, TD loss: 136.201, Epsiode:   29, Epsilon:   0.047
Iteration:   18400, Train reward:  -67.895, Eval reward:  -77.805, TD loss: 116.429, Epsiode:   29, Epsilon:   0.047
Iteration:   18500, Train reward:  -53.899, Eval reward: -103.533, TD loss: 137.547, Epsiode:   29, Epsilon:   0.047
Iteration:   18600, Train reward:  -54.221, Eval reward:  -84.741, TD loss: 125.696, Epsiode:   29, Epsilon:   0.047
Iteration:   18700, Train reward:  -52.841, Eval reward:  -90.598, TD loss: 122.177, Epsiode:   30, Epsilon:   0.042
Iteration:   18800, Train reward:  -78.533, Eval reward:  -85.861, TD loss: 120.562, Epsiode:   30, Epsilon:   0.042
Iteration:   18900, Train reward:  -69.435, Eval reward:  -95.558, TD loss: 135.626, Epsiode:   30, Epsilon:   0.042
Iteration:   19000, Train reward:  -67.258, Eval reward:  -15.727, TD loss: 123.389, Epsiode:   30, Epsilon:   0.042
Iteration:   19100, Train reward:  -85.139, Eval reward:  -30.297, TD loss: 127.553, Epsiode:   30, Epsilon:   0.042
Iteration:   19200, Train reward:  -80.049, Eval reward:   -2.088, TD loss: 123.841, Epsiode:   30, Epsilon:   0.042
Iteration:   19300, Train reward:  -78.619, Eval reward:  -14.675, TD loss: 126.388, Epsiode:   30, Epsilon:   0.042
Iteration:   19400, Train reward:  -66.864, Eval reward:  -30.619, TD loss: 119.449, Epsiode:   30, Epsilon:   0.042
Iteration:   19500, Train reward:  -73.717, Eval reward:   -18.73, TD loss: 137.154, Epsiode:   30, Epsilon:   0.042
Iteration:   19600, Train reward:  -78.865, Eval reward:  -10.667, TD loss: 133.901, Epsiode:   30, Epsilon:   0.042
Iteration:   19700, Train reward:  -71.661, Eval reward:  -16.722, TD loss: 135.404, Epsiode:   31, Epsilon:   0.038
Iteration:   19800, Train reward:  -53.075, Eval reward:  -33.591, TD loss: 136.034, Epsiode:   31, Epsilon:   0.038
Iteration:   19900, Train reward:  -63.761, Eval reward:  -40.547, TD loss: 111.684, Epsiode:   31, Epsilon:   0.038
Iteration:   20000, Train reward:  -48.178, Eval reward:  -69.171, TD loss: 131.179, Epsiode:   31, Epsilon:   0.038
Iteration:   20100, Train reward:  -78.244, Eval reward:  -60.603, TD loss: 129.751, Epsiode:   31, Epsilon:   0.038
Iteration:   20200, Train reward:   -62.98, Eval reward:  -70.388, TD loss: 120.865, Epsiode:   31, Epsilon:   0.038
Iteration:   20300, Train reward:  -77.539, Eval reward:  -71.663, TD loss: 120.971, Epsiode:   31, Epsilon:   0.038
Iteration:   20400, Train reward:  -69.692, Eval reward:  -66.708, TD loss: 132.271, Epsiode:   31, Epsilon:   0.038
Iteration:   20500, Train reward:  -58.064, Eval reward:  -64.412, TD loss: 127.485, Epsiode:   31, Epsilon:   0.038
Iteration:   20600, Train reward:  -66.455, Eval reward:  -70.963, TD loss: 117.583, Epsiode:   31, Epsilon:   0.038
Iteration:   20700, Train reward:  -75.115, Eval reward:  -47.567, TD loss:   138.6, Epsiode:   32, Epsilon:   0.034
Iteration:   20800, Train reward:  -68.951, Eval reward:  -54.628, TD loss: 113.035, Epsiode:   32, Epsilon:   0.034
Iteration:   20900, Train reward:  -51.945, Eval reward:   -64.98, TD loss: 119.715, Epsiode:   32, Epsilon:   0.034
Iteration:   21000, Train reward:  -66.044, Eval reward: -112.423, TD loss: 125.422, Epsiode:   32, Epsilon:   0.034
Iteration:   21100, Train reward:   -67.33, Eval reward: -114.476, TD loss: 127.567, Epsiode:   32, Epsilon:   0.034
Iteration:   21200, Train reward:  -66.211, Eval reward:  -91.834, TD loss: 122.645, Epsiode:   32, Epsilon:   0.034
Iteration:   21300, Train reward:  -66.505, Eval reward: -101.477, TD loss: 124.001, Epsiode:   32, Epsilon:   0.034
Iteration:   21400, Train reward:  -74.253, Eval reward: -110.053, TD loss: 132.738, Epsiode:   32, Epsilon:   0.034
Iteration:   21500, Train reward:   -80.41, Eval reward:  -99.033, TD loss: 120.282, Epsiode:   32, Epsilon:   0.034
Iteration:   21600, Train reward:  -69.451, Eval reward: -102.392, TD loss: 124.557, Epsiode:   32, Epsilon:   0.034
Iteration:   21700, Train reward:  -53.182, Eval reward: -119.711, TD loss: 125.379, Epsiode:   33, Epsilon:   0.031
