Namespace(alpha=0.6, batch_size=32, beta_init=0.4, buffer_capacity=10000, clip_grad=False, device='cuda', envname='LunarLander-v2', epsilon_decay=0.9, epsilon_init=1, epsilon_min=0.01, epsilon_range=None, eval_episode=5, eval_period=1000, gamma=0.99, lr=0.001, max_episode_len=1000, model_dir='models/', n_iterations=300000, n_steps=1, natoms=51, no_dist=False, no_double=True, no_dueling=True, no_noisy=True, no_prioritized=True, noisy_std=0.5, save_model=False, start_update=100, target_update_period=100, vmax=100, vmin=-100, write_period=100)
Iteration:       0, Train reward:   12.434, Eval reward: -513.512, TD loss:  14.869, Epsiode:    0, Epsilon:     1.0
Iteration:    3500, Train reward: -130.741, Eval reward: -129.711, TD loss: 134.859, Epsiode:   13, Epsilon:   0.254
Iteration:    3600, Train reward: -130.861, Eval reward: -108.206, TD loss: 154.398, Epsiode:   13, Epsilon:   0.254
Iteration:    3700, Train reward: -131.001, Eval reward: -111.436, TD loss: 153.359, Epsiode:   13, Epsilon:   0.254
Iteration:    3800, Train reward: -112.145, Eval reward: -109.768, TD loss: 163.425, Epsiode:   13, Epsilon:   0.254
Iteration:    3900, Train reward: -126.805, Eval reward: -125.183, TD loss: 155.239, Epsiode:   14, Epsilon:   0.229
Iteration:    4000, Train reward: -123.704, Eval reward: -145.174, TD loss: 151.722, Epsiode:   14, Epsilon:   0.229
Iteration:    4100, Train reward: -118.531, Eval reward: -129.327, TD loss: 150.605, Epsiode:   14, Epsilon:   0.229
Iteration:    4200, Train reward: -121.031, Eval reward:  -137.46, TD loss: 156.726, Epsiode:   14, Epsilon:   0.229
Iteration:    4300, Train reward: -112.062, Eval reward: -117.311, TD loss: 157.583, Epsiode:   14, Epsilon:   0.229
Iteration:    4400, Train reward: -114.898, Eval reward: -113.856, TD loss: 156.914, Epsiode:   14, Epsilon:   0.229
Iteration:    4500, Train reward:  -124.84, Eval reward: -140.934, TD loss: 152.427, Epsiode:   14, Epsilon:   0.229
Iteration:    4600, Train reward: -126.658, Eval reward: -138.678, TD loss: 162.145, Epsiode:   14, Epsilon:   0.229
Iteration:    4700, Train reward: -138.752, Eval reward: -128.905, TD loss: 147.745, Epsiode:   14, Epsilon:   0.229
Iteration:    4800, Train reward: -126.188, Eval reward: -130.033, TD loss: 147.141, Epsiode:   14, Epsilon:   0.229
Iteration:    4900, Train reward: -136.758, Eval reward: -129.504, TD loss: 146.385, Epsiode:   15, Epsilon:   0.206
Iteration:    5000, Train reward: -132.433, Eval reward:  -97.956, TD loss: 142.536, Epsiode:   15, Epsilon:   0.206
Iteration:    5100, Train reward: -118.818, Eval reward:  -84.034, TD loss:  174.56, Epsiode:   15, Epsilon:   0.206
Iteration:    5200, Train reward: -124.483, Eval reward:  -97.915, TD loss: 150.278, Epsiode:   15, Epsilon:   0.206
Iteration:    5300, Train reward: -117.393, Eval reward:  -102.95, TD loss: 159.798, Epsiode:   15, Epsilon:   0.206
Iteration:    5400, Train reward: -111.801, Eval reward:  -85.714, TD loss: 156.016, Epsiode:   15, Epsilon:   0.206
Iteration:    5500, Train reward: -109.034, Eval reward:  -84.036, TD loss:  130.64, Epsiode:   15, Epsilon:   0.206
Iteration:    5600, Train reward: -132.947, Eval reward:  -93.693, TD loss: 154.932, Epsiode:   15, Epsilon:   0.206
Iteration:    5700, Train reward: -118.554, Eval reward:  -79.684, TD loss: 158.115, Epsiode:   15, Epsilon:   0.206
Iteration:    5800, Train reward: -120.342, Eval reward:  -95.536, TD loss: 134.185, Epsiode:   15, Epsilon:   0.206
Iteration:    5900, Train reward: -119.698, Eval reward:  -80.174, TD loss:  157.71, Epsiode:   16, Epsilon:   0.185
Iteration:    6000, Train reward: -115.828, Eval reward:  -79.345, TD loss: 162.156, Epsiode:   16, Epsilon:   0.185
Iteration:    6100, Train reward: -124.774, Eval reward:  -88.705, TD loss: 160.991, Epsiode:   16, Epsilon:   0.185
Iteration:    6200, Train reward: -102.534, Eval reward:  -82.261, TD loss: 144.966, Epsiode:   16, Epsilon:   0.185
Iteration:    6300, Train reward:  -102.11, Eval reward:  -83.599, TD loss:  161.84, Epsiode:   16, Epsilon:   0.185
Iteration:    6400, Train reward: -105.751, Eval reward:  -83.227, TD loss: 143.216, Epsiode:   16, Epsilon:   0.185
Iteration:    6500, Train reward: -116.045, Eval reward:  -71.208, TD loss: 148.479, Epsiode:   16, Epsilon:   0.185
Iteration:    6600, Train reward: -117.741, Eval reward:  -86.318, TD loss: 148.055, Epsiode:   16, Epsilon:   0.185
Iteration:    6700, Train reward: -101.599, Eval reward:  -72.335, TD loss: 152.983, Epsiode:   16, Epsilon:   0.185
Iteration:    6800, Train reward: -112.675, Eval reward:  -86.072, TD loss: 139.557, Epsiode:   16, Epsilon:   0.185
Iteration:    6900, Train reward:  -88.065, Eval reward:  -75.909, TD loss: 148.322, Epsiode:   17, Epsilon:   0.167
Iteration:    7000, Train reward: -114.921, Eval reward:  -99.742, TD loss: 153.546, Epsiode:   17, Epsilon:   0.167
Iteration:    7100, Train reward: -120.916, Eval reward: -112.881, TD loss: 150.296, Epsiode:   17, Epsilon:   0.167
Iteration:    7200, Train reward: -122.311, Eval reward:  -90.019, TD loss:  166.84, Epsiode:   17, Epsilon:   0.167
Iteration:    7300, Train reward: -127.417, Eval reward:  -99.932, TD loss: 157.368, Epsiode:   17, Epsilon:   0.167
Iteration:    7400, Train reward: -109.894, Eval reward: -107.318, TD loss: 140.048, Epsiode:   17, Epsilon:   0.167
Iteration:    7500, Train reward:  -99.931, Eval reward: -101.585, TD loss: 138.045, Epsiode:   17, Epsilon:   0.167
Iteration:    7600, Train reward: -112.725, Eval reward:  -99.935, TD loss: 167.289, Epsiode:   17, Epsilon:   0.167
Iteration:    7700, Train reward: -121.677, Eval reward: -113.106, TD loss: 152.124, Epsiode:   17, Epsilon:   0.167
Iteration:    7800, Train reward: -105.027, Eval reward: -114.641, TD loss: 146.668, Epsiode:   17, Epsilon:   0.167
Iteration:    7900, Train reward:  -93.309, Eval reward: -125.273, TD loss: 150.724, Epsiode:   18, Epsilon:    0.15
Iteration:    8000, Train reward:  -111.08, Eval reward: -134.296, TD loss: 146.873, Epsiode:   18, Epsilon:    0.15
Iteration:    8100, Train reward:  -111.09, Eval reward: -171.464, TD loss: 156.578, Epsiode:   18, Epsilon:    0.15
Iteration:    8200, Train reward: -115.916, Eval reward: -149.911, TD loss: 148.296, Epsiode:   18, Epsilon:    0.15
Iteration:    8300, Train reward: -106.063, Eval reward: -164.024, TD loss: 138.217, Epsiode:   18, Epsilon:    0.15
Iteration:    8400, Train reward: -104.603, Eval reward: -155.991, TD loss: 153.071, Epsiode:   18, Epsilon:    0.15
Iteration:    8500, Train reward: -124.051, Eval reward: -159.092, TD loss: 164.652, Epsiode:   19, Epsilon:   0.135
Iteration:    8600, Train reward: -116.548, Eval reward: -145.746, TD loss: 146.896, Epsiode:   19, Epsilon:   0.135
Iteration:    8700, Train reward: -121.987, Eval reward: -149.999, TD loss: 164.201, Epsiode:   19, Epsilon:   0.135
Iteration:    8800, Train reward: -118.294, Eval reward: -161.488, TD loss: 151.052, Epsiode:   19, Epsilon:   0.135
Iteration:    8900, Train reward: -120.299, Eval reward: -162.504, TD loss: 161.815, Epsiode:   19, Epsilon:   0.135
Iteration:    9000, Train reward:  -116.59, Eval reward: -151.696, TD loss: 157.505, Epsiode:   19, Epsilon:   0.135
Iteration:    9100, Train reward: -116.619, Eval reward: -162.455, TD loss: 154.795, Epsiode:   19, Epsilon:   0.135
Iteration:    9200, Train reward: -125.338, Eval reward: -151.523, TD loss: 142.978, Epsiode:   19, Epsilon:   0.135
Iteration:    9300, Train reward: -136.531, Eval reward: -156.233, TD loss: 142.679, Epsiode:   19, Epsilon:   0.135
Iteration:    9400, Train reward: -122.107, Eval reward: -142.703, TD loss: 161.117, Epsiode:   19, Epsilon:   0.135
Iteration:    9500, Train reward: -123.122, Eval reward: -135.208, TD loss: 153.423, Epsiode:   20, Epsilon:   0.122
Iteration:    9600, Train reward: -130.592, Eval reward:  -152.11, TD loss:  155.47, Epsiode:   20, Epsilon:   0.122
Iteration:    9700, Train reward: -108.162, Eval reward: -143.123, TD loss: 168.201, Epsiode:   20, Epsilon:   0.122
Iteration:    9800, Train reward: -134.487, Eval reward: -157.776, TD loss: 132.126, Epsiode:   20, Epsilon:   0.122
Iteration:    9900, Train reward:  -107.48, Eval reward: -139.672, TD loss:   150.3, Epsiode:   20, Epsilon:   0.122
Iteration:   10000, Train reward: -101.792, Eval reward: -113.925, TD loss: 152.746, Epsiode:   20, Epsilon:   0.122
Iteration:   10100, Train reward: -126.529, Eval reward: -117.038, TD loss: 130.621, Epsiode:   20, Epsilon:   0.122
Iteration:   10200, Train reward: -136.377, Eval reward:  -138.93, TD loss: 142.217, Epsiode:   20, Epsilon:   0.122
Iteration:   10300, Train reward:  -125.92, Eval reward:  -113.68, TD loss: 158.913, Epsiode:   20, Epsilon:   0.122
Iteration:   10400, Train reward: -143.692, Eval reward: -103.035, TD loss: 134.325, Epsiode:   20, Epsilon:   0.122
Iteration:   10500, Train reward: -100.256, Eval reward: -115.952, TD loss: 139.749, Epsiode:   21, Epsilon:   0.109
Iteration:   10600, Train reward: -108.894, Eval reward: -104.877, TD loss: 133.573, Epsiode:   21, Epsilon:   0.109
Iteration:   10700, Train reward:  -99.587, Eval reward:  -115.77, TD loss: 134.983, Epsiode:   21, Epsilon:   0.109
Iteration:   10800, Train reward: -106.589, Eval reward: -120.156, TD loss: 132.251, Epsiode:   21, Epsilon:   0.109
Iteration:   10900, Train reward: -103.257, Eval reward: -119.754, TD loss: 127.522, Epsiode:   21, Epsilon:   0.109
Iteration:   11000, Train reward: -129.413, Eval reward:  -99.529, TD loss: 142.126, Epsiode:   21, Epsilon:   0.109
Iteration:   11100, Train reward:  -110.77, Eval reward:  -77.609, TD loss: 130.084, Epsiode:   21, Epsilon:   0.109
Iteration:   11200, Train reward: -107.796, Eval reward:  -94.732, TD loss:   151.7, Epsiode:   21, Epsilon:   0.109
Iteration:   11300, Train reward:  -114.36, Eval reward:  -93.729, TD loss: 154.538, Epsiode:   21, Epsilon:   0.109
Iteration:   11400, Train reward: -113.103, Eval reward:  -77.345, TD loss: 164.088, Epsiode:   21, Epsilon:   0.109
Iteration:   11500, Train reward: -102.353, Eval reward:  -83.967, TD loss: 142.295, Epsiode:   22, Epsilon:   0.098
Iteration:   11600, Train reward: -106.954, Eval reward:  -72.176, TD loss: 140.772, Epsiode:   22, Epsilon:   0.098
Iteration:   11700, Train reward: -116.446, Eval reward:  -84.475, TD loss: 158.021, Epsiode:   22, Epsilon:   0.098
Iteration:   11800, Train reward: -102.339, Eval reward:  -75.442, TD loss: 136.333, Epsiode:   22, Epsilon:   0.098
Iteration:   11900, Train reward:  -86.812, Eval reward:   -99.05, TD loss: 145.121, Epsiode:   22, Epsilon:   0.098
Iteration:   12000, Train reward: -107.122, Eval reward: -118.468, TD loss: 144.176, Epsiode:   22, Epsilon:   0.098
Iteration:   12100, Train reward:  -90.061, Eval reward: -114.067, TD loss: 132.411, Epsiode:   22, Epsilon:   0.098
Iteration:   12200, Train reward: -118.577, Eval reward: -143.353, TD loss: 143.224, Epsiode:   22, Epsilon:   0.098
Iteration:   12300, Train reward: -107.843, Eval reward: -118.972, TD loss: 150.185, Epsiode:   22, Epsilon:   0.098
Iteration:   12400, Train reward: -110.955, Eval reward: -105.447, TD loss: 152.459, Epsiode:   22, Epsilon:   0.098
Iteration:   12500, Train reward:  -93.576, Eval reward: -128.266, TD loss: 153.649, Epsiode:   23, Epsilon:   0.089
Iteration:   12600, Train reward: -104.895, Eval reward: -105.841, TD loss: 155.994, Epsiode:   23, Epsilon:   0.089
Iteration:   12700, Train reward:  -98.369, Eval reward: -124.654, TD loss: 170.406, Epsiode:   23, Epsilon:   0.089
Iteration:   12800, Train reward: -100.931, Eval reward: -123.138, TD loss:   136.9, Epsiode:   24, Epsilon:    0.08
Iteration:   12900, Train reward:  -93.616, Eval reward: -135.829, TD loss: 139.932, Epsiode:   24, Epsilon:    0.08
Iteration:   13000, Train reward:  -85.566, Eval reward: -135.542, TD loss: 153.353, Epsiode:   24, Epsilon:    0.08
Iteration:   13100, Train reward: -100.737, Eval reward: -118.992, TD loss: 143.662, Epsiode:   24, Epsilon:    0.08
Iteration:   13200, Train reward:   -93.57, Eval reward: -128.522, TD loss: 144.847, Epsiode:   24, Epsilon:    0.08
Iteration:   13300, Train reward:  -97.636, Eval reward:   -122.8, TD loss: 145.721, Epsiode:   24, Epsilon:    0.08
Iteration:   13400, Train reward: -105.007, Eval reward: -117.804, TD loss: 144.427, Epsiode:   24, Epsilon:    0.08
Iteration:   13500, Train reward:  -96.645, Eval reward:  -121.99, TD loss: 141.677, Epsiode:   25, Epsilon:   0.072
Iteration:   13600, Train reward:  -92.347, Eval reward: -124.261, TD loss: 162.204, Epsiode:   25, Epsilon:   0.072
Iteration:   13700, Train reward:  -81.326, Eval reward: -109.773, TD loss: 154.789, Epsiode:   26, Epsilon:   0.065
Iteration:   13800, Train reward: -111.201, Eval reward: -125.213, TD loss: 147.827, Epsiode:   26, Epsilon:   0.065
Iteration:   13900, Train reward:  -91.463, Eval reward: -125.146, TD loss: 139.167, Epsiode:   26, Epsilon:   0.065
Iteration:   14000, Train reward:  -84.317, Eval reward:  -94.145, TD loss: 149.161, Epsiode:   26, Epsilon:   0.065
Iteration:   14100, Train reward:  -98.121, Eval reward:  -73.401, TD loss: 126.832, Epsiode:   26, Epsilon:   0.065
Iteration:   14200, Train reward:  -77.949, Eval reward:  -86.597, TD loss: 132.565, Epsiode:   26, Epsilon:   0.065
Iteration:   14300, Train reward:  -90.289, Eval reward:  -70.771, TD loss: 133.318, Epsiode:   26, Epsilon:   0.065
Iteration:   14400, Train reward:  -94.125, Eval reward:  -74.635, TD loss: 139.373, Epsiode:   26, Epsilon:   0.065
Iteration:   14500, Train reward: -102.107, Eval reward:  -79.134, TD loss: 158.157, Epsiode:   26, Epsilon:   0.065
Iteration:   14600, Train reward: -100.216, Eval reward:  -86.986, TD loss: 158.822, Epsiode:   27, Epsilon:   0.058
Iteration:   14700, Train reward:  -81.789, Eval reward:  -74.685, TD loss: 144.647, Epsiode:   27, Epsilon:   0.058
Iteration:   14800, Train reward:  -83.698, Eval reward:  -82.916, TD loss: 153.805, Epsiode:   27, Epsilon:   0.058
Iteration:   14900, Train reward: -121.613, Eval reward:  -68.893, TD loss:  146.67, Epsiode:   27, Epsilon:   0.058
Iteration:   15000, Train reward:  -84.987, Eval reward:  -32.307, TD loss: 141.064, Epsiode:   27, Epsilon:   0.058
Iteration:   15100, Train reward:  -96.693, Eval reward:  -43.474, TD loss: 134.364, Epsiode:   27, Epsilon:   0.058
Iteration:   15200, Train reward: -101.716, Eval reward:  -58.632, TD loss: 141.956, Epsiode:   27, Epsilon:   0.058
Iteration:   15300, Train reward:  -91.354, Eval reward:  -41.893, TD loss: 137.341, Epsiode:   27, Epsilon:   0.058
Iteration:   15400, Train reward:  -86.809, Eval reward:  -39.225, TD loss: 138.532, Epsiode:   27, Epsilon:   0.058
Iteration:   15500, Train reward:  -91.233, Eval reward:  -35.084, TD loss:  132.04, Epsiode:   27, Epsilon:   0.058
Iteration:   15600, Train reward:  -86.117, Eval reward:  -47.814, TD loss: 149.488, Epsiode:   28, Epsilon:   0.052
Iteration:   15700, Train reward:  -68.523, Eval reward:   -38.76, TD loss: 144.406, Epsiode:   28, Epsilon:   0.052
Iteration:   15800, Train reward:  -78.515, Eval reward:  -50.526, TD loss:  152.28, Epsiode:   28, Epsilon:   0.052
Iteration:   15900, Train reward:  -85.996, Eval reward:  -19.145, TD loss: 144.211, Epsiode:   28, Epsilon:   0.052
Iteration:   16000, Train reward:   -86.62, Eval reward: -128.297, TD loss: 156.704, Epsiode:   28, Epsilon:   0.052
Iteration:   16100, Train reward:  -85.181, Eval reward: -129.436, TD loss: 130.938, Epsiode:   28, Epsilon:   0.052
Iteration:   16200, Train reward: -105.035, Eval reward: -131.001, TD loss:   142.7, Epsiode:   28, Epsilon:   0.052
Iteration:   16300, Train reward:  -94.294, Eval reward:  -108.42, TD loss: 146.246, Epsiode:   28, Epsilon:   0.052
Iteration:   16400, Train reward:  -97.949, Eval reward: -131.346, TD loss: 142.994, Epsiode:   28, Epsilon:   0.052
Iteration:   16500, Train reward:  -86.884, Eval reward: -106.881, TD loss:   125.4, Epsiode:   28, Epsilon:   0.052
Iteration:   16600, Train reward:  -53.513, Eval reward: -120.023, TD loss: 131.509, Epsiode:   29, Epsilon:   0.047
Iteration:   16700, Train reward:  -73.665, Eval reward: -118.985, TD loss: 129.627, Epsiode:   29, Epsilon:   0.047
Iteration:   16800, Train reward:  -85.605, Eval reward:  -125.23, TD loss: 162.875, Epsiode:   30, Epsilon:   0.042
Iteration:   16900, Train reward:  -93.892, Eval reward: -120.382, TD loss: 146.788, Epsiode:   30, Epsilon:   0.042
Iteration:   17000, Train reward:  -75.767, Eval reward:  -60.674, TD loss: 136.226, Epsiode:   30, Epsilon:   0.042
Iteration:   17100, Train reward:  -87.289, Eval reward:  -59.294, TD loss: 144.838, Epsiode:   30, Epsilon:   0.042
Iteration:   17200, Train reward:  -68.088, Eval reward:  -70.974, TD loss:  141.42, Epsiode:   30, Epsilon:   0.042
Iteration:   17300, Train reward:  -73.305, Eval reward:  -71.915, TD loss: 128.111, Epsiode:   30, Epsilon:   0.042
Iteration:   17400, Train reward:  -76.337, Eval reward:  -56.101, TD loss: 140.248, Epsiode:   30, Epsilon:   0.042
Iteration:   17500, Train reward:  -73.947, Eval reward:  -34.106, TD loss: 143.953, Epsiode:   30, Epsilon:   0.042
Iteration:   17600, Train reward:  -76.446, Eval reward:  -46.537, TD loss: 129.364, Epsiode:   30, Epsilon:   0.042
Iteration:   17700, Train reward:  -77.715, Eval reward:  -55.703, TD loss: 127.269, Epsiode:   30, Epsilon:   0.042
Iteration:   17800, Train reward:  -85.896, Eval reward:  -48.569, TD loss: 134.271, Epsiode:   31, Epsilon:   0.038
Iteration:   17900, Train reward:  -76.533, Eval reward:  -67.737, TD loss: 134.774, Epsiode:   31, Epsilon:   0.038
Iteration:   18000, Train reward:  -89.048, Eval reward:  -79.598, TD loss: 154.231, Epsiode:   31, Epsilon:   0.038
Iteration:   18100, Train reward:  -74.554, Eval reward:  -89.899, TD loss: 156.885, Epsiode:   31, Epsilon:   0.038
Iteration:   18200, Train reward:  -80.088, Eval reward:   -85.32, TD loss: 144.657, Epsiode:   31, Epsilon:   0.038
Iteration:   18300, Train reward:  -92.668, Eval reward:  -82.271, TD loss: 143.871, Epsiode:   31, Epsilon:   0.038
Iteration:   18400, Train reward:  -72.276, Eval reward:  -75.719, TD loss: 145.402, Epsiode:   31, Epsilon:   0.038
Iteration:   18500, Train reward:   -63.97, Eval reward: -108.446, TD loss: 137.477, Epsiode:   31, Epsilon:   0.038
Iteration:   18600, Train reward:  -76.097, Eval reward:  -99.133, TD loss: 145.087, Epsiode:   31, Epsilon:   0.038
Iteration:   18700, Train reward:  -84.307, Eval reward: -102.079, TD loss: 153.069, Epsiode:   31, Epsilon:   0.038
Iteration:   18800, Train reward:  -65.315, Eval reward:  -86.439, TD loss: 145.899, Epsiode:   32, Epsilon:   0.034
Iteration:   18900, Train reward:  -78.223, Eval reward: -102.645, TD loss: 146.682, Epsiode:   32, Epsilon:   0.034
Iteration:   19000, Train reward: -100.444, Eval reward:  -56.625, TD loss: 160.451, Epsiode:   33, Epsilon:   0.031
Iteration:   19100, Train reward:    -80.9, Eval reward:  -47.706, TD loss: 130.375, Epsiode:   33, Epsilon:   0.031
Iteration:   19200, Train reward:  -91.269, Eval reward:   -57.69, TD loss: 133.295, Epsiode:   33, Epsilon:   0.031
Iteration:   19300, Train reward:   -86.12, Eval reward:  -53.523, TD loss: 138.406, Epsiode:   33, Epsilon:   0.031
Iteration:   19400, Train reward:  -73.771, Eval reward:   -46.17, TD loss: 148.765, Epsiode:   33, Epsilon:   0.031
Iteration:   19500, Train reward:   -80.62, Eval reward:  -45.194, TD loss: 144.327, Epsiode:   33, Epsilon:   0.031
Iteration:   19600, Train reward: -114.878, Eval reward:  -38.726, TD loss: 127.184, Epsiode:   33, Epsilon:   0.031
Iteration:   19700, Train reward:   -93.17, Eval reward:  -54.425, TD loss: 137.074, Epsiode:   33, Epsilon:   0.031
Iteration:   19800, Train reward:  -81.317, Eval reward:  -41.937, TD loss: 141.831, Epsiode:   33, Epsilon:   0.031
Iteration:   19900, Train reward:   -91.65, Eval reward:  -51.479, TD loss: 132.079, Epsiode:   33, Epsilon:   0.031
Iteration:   20000, Train reward:   -80.99, Eval reward:  -29.147, TD loss: 154.977, Epsiode:   34, Epsilon:   0.028
Iteration:   20100, Train reward:  -79.508, Eval reward:  -50.642, TD loss: 161.542, Epsiode:   34, Epsilon:   0.028
Iteration:   20200, Train reward:  -89.801, Eval reward:  -48.199, TD loss: 127.569, Epsiode:   34, Epsilon:   0.028
Iteration:   20300, Train reward:  -88.627, Eval reward:  -41.761, TD loss: 157.827, Epsiode:   34, Epsilon:   0.028
Iteration:   20400, Train reward:  -97.843, Eval reward:  -46.929, TD loss: 142.323, Epsiode:   35, Epsilon:   0.025
Iteration:   20500, Train reward:  -91.977, Eval reward:   -41.43, TD loss: 141.072, Epsiode:   35, Epsilon:   0.025
Iteration:   20600, Train reward:  -81.154, Eval reward:  -60.635, TD loss: 149.234, Epsiode:   35, Epsilon:   0.025
Iteration:   20700, Train reward: -101.949, Eval reward:  -30.178, TD loss: 133.114, Epsiode:   35, Epsilon:   0.025
Iteration:   20800, Train reward:  -78.743, Eval reward:  -37.702, TD loss:   133.8, Epsiode:   35, Epsilon:   0.025
Iteration:   20900, Train reward: -101.701, Eval reward:  -50.503, TD loss:   148.7, Epsiode:   35, Epsilon:   0.025
Iteration:   21000, Train reward:  -86.872, Eval reward:   19.451, TD loss: 153.602, Epsiode:   35, Epsilon:   0.025
Iteration:   21100, Train reward:  -90.402, Eval reward:   19.583, TD loss:  150.05, Epsiode:   35, Epsilon:   0.025
Iteration:   21200, Train reward:  -84.257, Eval reward:    15.44, TD loss: 153.307, Epsiode:   35, Epsilon:   0.025
Iteration:   21300, Train reward:  -92.454, Eval reward:   17.315, TD loss:  141.64, Epsiode:   35, Epsilon:   0.025
Iteration:   21400, Train reward:  -65.461, Eval reward:    18.39, TD loss: 141.475, Epsiode:   36, Epsilon:   0.023
Iteration:   21500, Train reward:   -71.16, Eval reward:   20.967, TD loss:  154.29, Epsiode:   36, Epsilon:   0.023
Iteration:   21600, Train reward:  -70.843, Eval reward:   17.011, TD loss: 125.065, Epsiode:   36, Epsilon:   0.023
Iteration:   21700, Train reward:  -62.611, Eval reward:   28.904, TD loss: 119.387, Epsiode:   36, Epsilon:   0.023
Iteration:   21800, Train reward:  -77.245, Eval reward:   11.627, TD loss: 138.724, Epsiode:   36, Epsilon:   0.023
Iteration:   21900, Train reward:  -91.325, Eval reward:   24.489, TD loss: 153.928, Epsiode:   36, Epsilon:   0.023
