Namespace(alpha=0.6, batch_size=32, beta_init=0.4, buffer_capacity=10000, clip_grad=False, device='cuda', envname='LunarLander-v2', epsilon_decay=0.9, epsilon_init=1, epsilon_min=0.01, epsilon_range=None, eval_episode=5, eval_period=1000, gamma=0.99, lr=0.001, max_episode_len=1000, model_dir='models/', n_iterations=300000, n_steps=1, natoms=51, no_dist=False, no_double=True, no_dueling=True, no_noisy=True, no_prioritized=True, noisy_std=0.5, save_model=False, start_update=100, target_update_period=100, vmax=100, vmin=-100, write_period=100)
Iteration:       0, Train reward:   -3.392, Eval reward: -400.466, TD loss:  -7.435, Epsiode:    0, Epsilon:     1.0
Iteration:    2900, Train reward: -154.699, Eval reward: -200.436, TD loss: 134.347, Epsiode:   10, Epsilon:   0.349
Iteration:    3000, Train reward:  -163.48, Eval reward: -133.156, TD loss: 126.239, Epsiode:   10, Epsilon:   0.349
Iteration:    3100, Train reward: -166.585, Eval reward: -122.485, TD loss: 168.857, Epsiode:   10, Epsilon:   0.349
Iteration:    3200, Train reward:  -150.89, Eval reward: -103.301, TD loss: 138.439, Epsiode:   10, Epsilon:   0.349
Iteration:    3300, Train reward: -156.252, Eval reward: -116.638, TD loss: 142.776, Epsiode:   10, Epsilon:   0.349
Iteration:    3400, Train reward: -161.074, Eval reward: -129.455, TD loss:  130.82, Epsiode:   10, Epsilon:   0.349
Iteration:    3500, Train reward: -152.434, Eval reward: -131.489, TD loss: 140.505, Epsiode:   10, Epsilon:   0.349
Iteration:    3600, Train reward:  -158.44, Eval reward: -108.854, TD loss: 133.221, Epsiode:   10, Epsilon:   0.349
Iteration:    3700, Train reward: -158.941, Eval reward: -119.866, TD loss: 145.824, Epsiode:   10, Epsilon:   0.349
Iteration:    3800, Train reward: -161.354, Eval reward: -126.844, TD loss: 125.802, Epsiode:   10, Epsilon:   0.349
Iteration:    3900, Train reward: -142.803, Eval reward: -104.255, TD loss: 137.567, Epsiode:   11, Epsilon:   0.314
Iteration:    4000, Train reward: -144.552, Eval reward: -140.094, TD loss: 121.407, Epsiode:   11, Epsilon:   0.314
Iteration:    4100, Train reward: -122.087, Eval reward: -152.396, TD loss: 166.048, Epsiode:   12, Epsilon:   0.282
Iteration:    4200, Train reward: -129.202, Eval reward: -129.533, TD loss: 146.232, Epsiode:   12, Epsilon:   0.282
Iteration:    4300, Train reward: -118.024, Eval reward:  -156.41, TD loss: 120.461, Epsiode:   12, Epsilon:   0.282
Iteration:    4400, Train reward: -156.249, Eval reward: -138.724, TD loss: 139.663, Epsiode:   12, Epsilon:   0.282
Iteration:    4500, Train reward: -133.173, Eval reward: -158.134, TD loss: 118.072, Epsiode:   12, Epsilon:   0.282
Iteration:    4600, Train reward: -123.323, Eval reward: -140.567, TD loss: 146.215, Epsiode:   12, Epsilon:   0.282
Iteration:    4700, Train reward: -132.301, Eval reward: -131.663, TD loss: 136.035, Epsiode:   13, Epsilon:   0.254
Iteration:    4800, Train reward: -113.605, Eval reward: -144.772, TD loss: 133.052, Epsiode:   13, Epsilon:   0.254
Iteration:    4900, Train reward: -114.364, Eval reward: -137.869, TD loss: 149.466, Epsiode:   13, Epsilon:   0.254
Iteration:    5000, Train reward: -127.762, Eval reward: -175.796, TD loss: 144.894, Epsiode:   13, Epsilon:   0.254
Iteration:    5100, Train reward: -129.989, Eval reward: -191.019, TD loss: 152.446, Epsiode:   13, Epsilon:   0.254
Iteration:    5200, Train reward: -123.443, Eval reward: -203.614, TD loss: 144.594, Epsiode:   13, Epsilon:   0.254
Iteration:    5300, Train reward: -134.394, Eval reward: -203.922, TD loss:  144.64, Epsiode:   13, Epsilon:   0.254
Iteration:    5400, Train reward: -145.707, Eval reward: -191.561, TD loss: 142.594, Epsiode:   13, Epsilon:   0.254
Iteration:    5500, Train reward: -108.077, Eval reward: -183.881, TD loss: 142.641, Epsiode:   13, Epsilon:   0.254
Iteration:    5600, Train reward: -141.481, Eval reward: -203.943, TD loss: 139.355, Epsiode:   13, Epsilon:   0.254
Iteration:    5700, Train reward: -118.272, Eval reward: -201.398, TD loss:  135.18, Epsiode:   14, Epsilon:   0.229
Iteration:    5800, Train reward: -107.767, Eval reward: -184.491, TD loss: 157.421, Epsiode:   14, Epsilon:   0.229
Iteration:    5900, Train reward:   -90.56, Eval reward: -201.013, TD loss: 136.621, Epsiode:   14, Epsilon:   0.229
Iteration:    6000, Train reward: -133.949, Eval reward: -155.443, TD loss: 151.319, Epsiode:   14, Epsilon:   0.229
Iteration:    6100, Train reward:   -116.7, Eval reward: -173.963, TD loss: 155.802, Epsiode:   14, Epsilon:   0.229
Iteration:    6200, Train reward: -121.871, Eval reward: -171.706, TD loss: 153.568, Epsiode:   14, Epsilon:   0.229
Iteration:    6300, Train reward: -118.934, Eval reward: -163.189, TD loss: 135.235, Epsiode:   14, Epsilon:   0.229
Iteration:    6400, Train reward: -126.879, Eval reward: -167.971, TD loss: 158.512, Epsiode:   14, Epsilon:   0.229
Iteration:    6500, Train reward: -113.976, Eval reward: -163.935, TD loss: 127.644, Epsiode:   14, Epsilon:   0.229
Iteration:    6600, Train reward: -106.145, Eval reward: -157.385, TD loss:  146.28, Epsiode:   14, Epsilon:   0.229
Iteration:    6700, Train reward: -105.385, Eval reward: -164.383, TD loss: 134.464, Epsiode:   15, Epsilon:   0.206
Iteration:    6800, Train reward: -117.353, Eval reward:  -181.26, TD loss: 140.877, Epsiode:   15, Epsilon:   0.206
Iteration:    6900, Train reward: -107.979, Eval reward: -163.115, TD loss: 143.137, Epsiode:   15, Epsilon:   0.206
Iteration:    7000, Train reward: -123.086, Eval reward: -130.275, TD loss: 148.501, Epsiode:   15, Epsilon:   0.206
Iteration:    7100, Train reward: -113.948, Eval reward: -130.769, TD loss: 142.302, Epsiode:   15, Epsilon:   0.206
Iteration:    7200, Train reward: -115.888, Eval reward: -145.882, TD loss: 143.025, Epsiode:   15, Epsilon:   0.206
Iteration:    7300, Train reward: -112.987, Eval reward: -137.212, TD loss: 144.653, Epsiode:   15, Epsilon:   0.206
Iteration:    7400, Train reward: -118.584, Eval reward: -140.754, TD loss: 149.494, Epsiode:   15, Epsilon:   0.206
Iteration:    7500, Train reward: -118.548, Eval reward: -137.391, TD loss: 145.697, Epsiode:   15, Epsilon:   0.206
Iteration:    7600, Train reward: -108.786, Eval reward: -148.911, TD loss: 162.718, Epsiode:   15, Epsilon:   0.206
Iteration:    7700, Train reward: -119.549, Eval reward: -121.835, TD loss: 174.187, Epsiode:   16, Epsilon:   0.185
Iteration:    7800, Train reward: -105.883, Eval reward:  -121.96, TD loss: 126.764, Epsiode:   16, Epsilon:   0.185
Iteration:    7900, Train reward: -124.509, Eval reward: -120.969, TD loss: 149.162, Epsiode:   16, Epsilon:   0.185
Iteration:    8000, Train reward: -119.503, Eval reward: -116.759, TD loss: 159.298, Epsiode:   16, Epsilon:   0.185
Iteration:    8100, Train reward: -107.231, Eval reward:  -114.76, TD loss: 157.282, Epsiode:   16, Epsilon:   0.185
Iteration:    8200, Train reward: -104.233, Eval reward:  -98.205, TD loss: 151.567, Epsiode:   16, Epsilon:   0.185
Iteration:    8300, Train reward: -117.932, Eval reward:  -83.915, TD loss: 160.388, Epsiode:   16, Epsilon:   0.185
Iteration:    8400, Train reward: -113.825, Eval reward: -105.959, TD loss: 156.795, Epsiode:   16, Epsilon:   0.185
Iteration:    8500, Train reward: -108.001, Eval reward: -113.474, TD loss: 139.518, Epsiode:   16, Epsilon:   0.185
Iteration:    8600, Train reward:   -99.02, Eval reward: -104.886, TD loss: 152.342, Epsiode:   16, Epsilon:   0.185
Iteration:    8700, Train reward: -105.121, Eval reward:  -99.238, TD loss: 176.549, Epsiode:   17, Epsilon:   0.167
Iteration:    8800, Train reward:  -121.33, Eval reward: -102.081, TD loss: 140.074, Epsiode:   17, Epsilon:   0.167
Iteration:    8900, Train reward:  -83.575, Eval reward:   -88.08, TD loss:  155.05, Epsiode:   17, Epsilon:   0.167
Iteration:    9000, Train reward:  -110.78, Eval reward:  -90.245, TD loss: 135.883, Epsiode:   17, Epsilon:   0.167
Iteration:    9100, Train reward: -129.023, Eval reward:  -80.289, TD loss: 153.715, Epsiode:   17, Epsilon:   0.167
Iteration:    9200, Train reward:  -127.43, Eval reward:  -98.768, TD loss: 146.043, Epsiode:   17, Epsilon:   0.167
Iteration:    9300, Train reward: -105.005, Eval reward: -106.258, TD loss: 145.833, Epsiode:   17, Epsilon:   0.167
Iteration:    9400, Train reward: -112.276, Eval reward:   -90.86, TD loss: 137.986, Epsiode:   17, Epsilon:   0.167
Iteration:    9500, Train reward: -117.149, Eval reward:  -92.785, TD loss: 155.159, Epsiode:   17, Epsilon:   0.167
Iteration:    9600, Train reward: -112.761, Eval reward: -101.749, TD loss: 154.667, Epsiode:   18, Epsilon:    0.15
Iteration:    9700, Train reward: -110.496, Eval reward:  -88.742, TD loss: 161.756, Epsiode:   18, Epsilon:    0.15
Iteration:    9800, Train reward: -116.617, Eval reward: -106.851, TD loss: 158.875, Epsiode:   18, Epsilon:    0.15
Iteration:    9900, Train reward: -117.704, Eval reward:  -84.947, TD loss: 152.061, Epsiode:   18, Epsilon:    0.15
Iteration:   10000, Train reward: -118.922, Eval reward:  -390.61, TD loss: 149.748, Epsiode:   18, Epsilon:    0.15
Iteration:   10100, Train reward: -123.118, Eval reward: -368.813, TD loss: 137.373, Epsiode:   18, Epsilon:    0.15
Iteration:   10200, Train reward: -115.559, Eval reward: -392.156, TD loss: 152.321, Epsiode:   18, Epsilon:    0.15
Iteration:   10300, Train reward: -113.605, Eval reward: -385.424, TD loss: 158.351, Epsiode:   18, Epsilon:    0.15
Iteration:   10400, Train reward: -107.698, Eval reward: -373.815, TD loss: 163.522, Epsiode:   18, Epsilon:    0.15
Iteration:   10500, Train reward: -114.715, Eval reward: -378.041, TD loss: 139.014, Epsiode:   18, Epsilon:    0.15
Iteration:   10600, Train reward: -106.872, Eval reward: -388.396, TD loss: 150.902, Epsiode:   19, Epsilon:   0.135
Iteration:   10700, Train reward: -109.587, Eval reward: -388.774, TD loss:   146.3, Epsiode:   19, Epsilon:   0.135
Iteration:   10800, Train reward: -103.661, Eval reward: -388.792, TD loss: 159.906, Epsiode:   19, Epsilon:   0.135
Iteration:   10900, Train reward:  -93.238, Eval reward:   -373.6, TD loss: 139.296, Epsiode:   19, Epsilon:   0.135
Iteration:   11000, Train reward: -113.788, Eval reward:  -29.783, TD loss: 165.041, Epsiode:   19, Epsilon:   0.135
Iteration:   11100, Train reward: -113.875, Eval reward:  -51.742, TD loss: 168.057, Epsiode:   19, Epsilon:   0.135
Iteration:   11200, Train reward: -102.265, Eval reward:  -52.411, TD loss: 148.712, Epsiode:   19, Epsilon:   0.135
Iteration:   11300, Train reward:  -110.46, Eval reward:  -36.022, TD loss: 142.632, Epsiode:   19, Epsilon:   0.135
Iteration:   11400, Train reward:  -113.78, Eval reward:    -39.6, TD loss: 148.959, Epsiode:   19, Epsilon:   0.135
Iteration:   11500, Train reward: -110.211, Eval reward:  -17.826, TD loss: 153.393, Epsiode:   19, Epsilon:   0.135
Iteration:   11600, Train reward:  -99.091, Eval reward:  -38.105, TD loss:  151.26, Epsiode:   20, Epsilon:   0.122
Iteration:   11700, Train reward: -116.657, Eval reward:   -31.62, TD loss: 167.306, Epsiode:   20, Epsilon:   0.122
Iteration:   11800, Train reward: -105.721, Eval reward:  -38.036, TD loss: 138.108, Epsiode:   20, Epsilon:   0.122
Iteration:   11900, Train reward: -112.579, Eval reward:  -45.877, TD loss:  152.61, Epsiode:   20, Epsilon:   0.122
Iteration:   12000, Train reward: -112.099, Eval reward: -117.123, TD loss: 153.807, Epsiode:   20, Epsilon:   0.122
Iteration:   12100, Train reward:  -93.655, Eval reward: -111.896, TD loss: 147.916, Epsiode:   20, Epsilon:   0.122
Iteration:   12200, Train reward: -114.185, Eval reward:  -93.565, TD loss: 151.831, Epsiode:   20, Epsilon:   0.122
Iteration:   12300, Train reward: -101.899, Eval reward: -102.924, TD loss: 136.752, Epsiode:   20, Epsilon:   0.122
Iteration:   12400, Train reward: -102.425, Eval reward: -112.875, TD loss: 141.935, Epsiode:   20, Epsilon:   0.122
Iteration:   12500, Train reward: -115.294, Eval reward: -115.262, TD loss: 146.023, Epsiode:   20, Epsilon:   0.122
Iteration:   12600, Train reward:  -73.873, Eval reward: -106.341, TD loss: 139.805, Epsiode:   21, Epsilon:   0.109
Iteration:   12700, Train reward:  -96.892, Eval reward:  -87.496, TD loss: 146.493, Epsiode:   21, Epsilon:   0.109
Iteration:   12800, Train reward:  -97.752, Eval reward: -108.621, TD loss: 157.285, Epsiode:   21, Epsilon:   0.109
Iteration:   12900, Train reward:  -77.347, Eval reward: -102.534, TD loss:  158.62, Epsiode:   21, Epsilon:   0.109
Iteration:   13000, Train reward:  -80.409, Eval reward:  -66.259, TD loss: 142.084, Epsiode:   21, Epsilon:   0.109
Iteration:   13100, Train reward:  -79.674, Eval reward:   -65.98, TD loss: 141.523, Epsiode:   21, Epsilon:   0.109
Iteration:   13200, Train reward:  -86.447, Eval reward:  -68.048, TD loss: 148.117, Epsiode:   21, Epsilon:   0.109
Iteration:   13300, Train reward:  -98.498, Eval reward:  -60.861, TD loss: 163.901, Epsiode:   21, Epsilon:   0.109
Iteration:   13400, Train reward:  -84.958, Eval reward:  -68.529, TD loss: 163.326, Epsiode:   21, Epsilon:   0.109
Iteration:   13500, Train reward:  -80.333, Eval reward:   -67.01, TD loss: 137.005, Epsiode:   21, Epsilon:   0.109
Iteration:   13600, Train reward:  -59.461, Eval reward:  -74.914, TD loss: 149.527, Epsiode:   22, Epsilon:   0.098
Iteration:   13700, Train reward:  -75.677, Eval reward:  -71.701, TD loss: 134.243, Epsiode:   22, Epsilon:   0.098
Iteration:   13800, Train reward:  -77.125, Eval reward:  -74.036, TD loss: 135.985, Epsiode:   22, Epsilon:   0.098
Iteration:   13900, Train reward:  -86.902, Eval reward:  -67.068, TD loss: 134.465, Epsiode:   22, Epsilon:   0.098
Iteration:   14000, Train reward:  -70.647, Eval reward: -113.702, TD loss:  137.41, Epsiode:   22, Epsilon:   0.098
Iteration:   14100, Train reward:  -82.309, Eval reward:  -114.66, TD loss: 154.885, Epsiode:   22, Epsilon:   0.098
Iteration:   14200, Train reward:  -78.845, Eval reward: -119.035, TD loss: 155.686, Epsiode:   22, Epsilon:   0.098
Iteration:   14300, Train reward:  -77.685, Eval reward:  -96.192, TD loss: 157.137, Epsiode:   22, Epsilon:   0.098
Iteration:   14400, Train reward:  -76.901, Eval reward: -116.871, TD loss: 149.638, Epsiode:   22, Epsilon:   0.098
Iteration:   14500, Train reward:  -84.429, Eval reward: -105.224, TD loss: 171.168, Epsiode:   22, Epsilon:   0.098
Iteration:   14600, Train reward:  -73.829, Eval reward: -105.676, TD loss: 139.697, Epsiode:   23, Epsilon:   0.089
Iteration:   14700, Train reward:  -66.257, Eval reward: -106.726, TD loss: 146.352, Epsiode:   23, Epsilon:   0.089
Iteration:   14800, Train reward:  -68.268, Eval reward: -114.942, TD loss: 145.931, Epsiode:   23, Epsilon:   0.089
Iteration:   14900, Train reward:  -87.198, Eval reward: -119.016, TD loss:  144.83, Epsiode:   23, Epsilon:   0.089
Iteration:   15000, Train reward:  -73.395, Eval reward:  -88.369, TD loss: 165.077, Epsiode:   23, Epsilon:   0.089
Iteration:   15100, Train reward:  -78.236, Eval reward: -101.758, TD loss: 141.262, Epsiode:   23, Epsilon:   0.089
Iteration:   15200, Train reward:  -73.362, Eval reward:  -96.109, TD loss: 146.813, Epsiode:   23, Epsilon:   0.089
Iteration:   15300, Train reward:  -59.904, Eval reward:  -92.467, TD loss: 131.268, Epsiode:   23, Epsilon:   0.089
Iteration:   15400, Train reward:  -49.218, Eval reward: -107.978, TD loss: 153.295, Epsiode:   23, Epsilon:   0.089
Iteration:   15500, Train reward:  -66.873, Eval reward:  -95.084, TD loss:  163.68, Epsiode:   23, Epsilon:   0.089
Iteration:   15600, Train reward:   -74.05, Eval reward: -104.801, TD loss: 146.606, Epsiode:   24, Epsilon:    0.08
Iteration:   15700, Train reward:  -62.898, Eval reward:  -97.368, TD loss: 158.447, Epsiode:   24, Epsilon:    0.08
Iteration:   15800, Train reward:  -59.131, Eval reward:  -99.186, TD loss: 147.735, Epsiode:   24, Epsilon:    0.08
Iteration:   15900, Train reward:  -89.337, Eval reward: -101.518, TD loss: 128.381, Epsiode:   24, Epsilon:    0.08
Iteration:   16000, Train reward:  -62.401, Eval reward:   -4.027, TD loss: 132.996, Epsiode:   24, Epsilon:    0.08
Iteration:   16100, Train reward:  -59.649, Eval reward:  -25.054, TD loss: 133.204, Epsiode:   24, Epsilon:    0.08
Iteration:   16200, Train reward:  -73.233, Eval reward:  -15.042, TD loss: 142.926, Epsiode:   24, Epsilon:    0.08
Iteration:   16300, Train reward:  -63.352, Eval reward:  -23.624, TD loss: 144.906, Epsiode:   24, Epsilon:    0.08
Iteration:   16400, Train reward:  -65.199, Eval reward:  -24.373, TD loss: 133.462, Epsiode:   24, Epsilon:    0.08
Iteration:   16500, Train reward:    -87.0, Eval reward:  -15.624, TD loss: 122.337, Epsiode:   24, Epsilon:    0.08
Iteration:   16600, Train reward:  -53.965, Eval reward:  -24.582, TD loss: 144.006, Epsiode:   25, Epsilon:   0.072
Iteration:   16700, Train reward:   -62.58, Eval reward:  -16.313, TD loss: 138.911, Epsiode:   25, Epsilon:   0.072
Iteration:   16800, Train reward:  -72.931, Eval reward:   -7.806, TD loss: 141.672, Epsiode:   25, Epsilon:   0.072
Iteration:   16900, Train reward:  -73.823, Eval reward:    8.634, TD loss: 138.724, Epsiode:   25, Epsilon:   0.072
Iteration:   17000, Train reward:  -58.694, Eval reward: -103.453, TD loss: 144.439, Epsiode:   25, Epsilon:   0.072
Iteration:   17100, Train reward:  -60.766, Eval reward:  -131.57, TD loss: 143.986, Epsiode:   25, Epsilon:   0.072
Iteration:   17200, Train reward:  -60.709, Eval reward: -106.139, TD loss: 152.308, Epsiode:   25, Epsilon:   0.072
Iteration:   17300, Train reward:  -67.219, Eval reward:  -99.442, TD loss: 134.651, Epsiode:   25, Epsilon:   0.072
Iteration:   17400, Train reward:  -83.265, Eval reward:  -104.74, TD loss: 134.813, Epsiode:   25, Epsilon:   0.072
Iteration:   17500, Train reward:  -57.151, Eval reward: -107.022, TD loss: 144.394, Epsiode:   25, Epsilon:   0.072
Iteration:   17600, Train reward:  -58.712, Eval reward:  -93.657, TD loss: 125.803, Epsiode:   26, Epsilon:   0.065
Iteration:   17700, Train reward:   -50.29, Eval reward:  -82.599, TD loss: 138.737, Epsiode:   26, Epsilon:   0.065
Iteration:   17800, Train reward:  -68.992, Eval reward: -112.534, TD loss: 137.844, Epsiode:   26, Epsilon:   0.065
Iteration:   17900, Train reward:  -46.199, Eval reward: -101.838, TD loss: 133.355, Epsiode:   27, Epsilon:   0.058
Iteration:   18000, Train reward:  -43.122, Eval reward:  -54.081, TD loss: 146.911, Epsiode:   27, Epsilon:   0.058
Iteration:   18100, Train reward:  -56.601, Eval reward:   -60.48, TD loss: 137.673, Epsiode:   27, Epsilon:   0.058
Iteration:   18200, Train reward:  -50.897, Eval reward:  -72.731, TD loss: 143.195, Epsiode:   27, Epsilon:   0.058
Iteration:   18300, Train reward:  -38.457, Eval reward:   -88.03, TD loss: 148.429, Epsiode:   27, Epsilon:   0.058
Iteration:   18400, Train reward:  -70.288, Eval reward:  -53.581, TD loss: 140.109, Epsiode:   27, Epsilon:   0.058
Iteration:   18500, Train reward:  -51.183, Eval reward:  -63.482, TD loss: 132.259, Epsiode:   27, Epsilon:   0.058
Iteration:   18600, Train reward:  -43.727, Eval reward:  -78.028, TD loss: 129.074, Epsiode:   27, Epsilon:   0.058
Iteration:   18700, Train reward:  -36.871, Eval reward:  -83.581, TD loss: 144.564, Epsiode:   27, Epsilon:   0.058
Iteration:   18800, Train reward:  -52.837, Eval reward:  -67.882, TD loss:  151.17, Epsiode:   27, Epsilon:   0.058
Iteration:   18900, Train reward:  -62.869, Eval reward:  -60.674, TD loss: 132.066, Epsiode:   28, Epsilon:   0.052
Iteration:   19000, Train reward:  -76.376, Eval reward: -155.161, TD loss: 130.106, Epsiode:   28, Epsilon:   0.052
Iteration:   19100, Train reward:  -72.073, Eval reward: -149.575, TD loss: 128.611, Epsiode:   29, Epsilon:   0.047
Iteration:   19200, Train reward:  -57.938, Eval reward: -135.675, TD loss: 138.126, Epsiode:   29, Epsilon:   0.047
Iteration:   19300, Train reward:  -73.148, Eval reward: -166.394, TD loss: 121.079, Epsiode:   29, Epsilon:   0.047
Iteration:   19400, Train reward:  -49.447, Eval reward: -149.719, TD loss:  134.15, Epsiode:   29, Epsilon:   0.047
Iteration:   19500, Train reward:  -65.588, Eval reward: -155.285, TD loss:  152.57, Epsiode:   29, Epsilon:   0.047
Iteration:   19600, Train reward:  -60.248, Eval reward: -140.518, TD loss: 118.189, Epsiode:   29, Epsilon:   0.047
Iteration:   19700, Train reward:  -54.203, Eval reward: -152.973, TD loss: 137.907, Epsiode:   29, Epsilon:   0.047
Iteration:   19800, Train reward:  -73.905, Eval reward: -150.431, TD loss: 138.083, Epsiode:   29, Epsilon:   0.047
Iteration:   19900, Train reward:  -62.151, Eval reward: -160.705, TD loss: 126.411, Epsiode:   29, Epsilon:   0.047
Iteration:   20000, Train reward:  -67.484, Eval reward:  -88.136, TD loss: 143.266, Epsiode:   29, Epsilon:   0.047
Iteration:   20100, Train reward:  -61.667, Eval reward:  -95.581, TD loss: 120.604, Epsiode:   30, Epsilon:   0.042
Iteration:   20200, Train reward:  -95.331, Eval reward:  -92.281, TD loss: 124.223, Epsiode:   30, Epsilon:   0.042
Iteration:   20300, Train reward:  -54.954, Eval reward: -106.345, TD loss:  140.34, Epsiode:   30, Epsilon:   0.042
Iteration:   20400, Train reward:  -58.341, Eval reward:  -88.067, TD loss: 126.343, Epsiode:   30, Epsilon:   0.042
Iteration:   20500, Train reward:  -58.131, Eval reward:  -94.507, TD loss: 119.584, Epsiode:   30, Epsilon:   0.042
Iteration:   20600, Train reward:  -52.562, Eval reward:  -76.031, TD loss: 134.665, Epsiode:   30, Epsilon:   0.042
Iteration:   20700, Train reward:  -57.397, Eval reward:  -81.624, TD loss: 136.081, Epsiode:   30, Epsilon:   0.042
Iteration:   20800, Train reward:  -57.305, Eval reward:  -79.983, TD loss: 131.247, Epsiode:   30, Epsilon:   0.042
Iteration:   20900, Train reward:   -49.91, Eval reward:    -95.6, TD loss: 121.091, Epsiode:   30, Epsilon:   0.042
Iteration:   21000, Train reward:  -70.357, Eval reward: -153.682, TD loss: 133.098, Epsiode:   30, Epsilon:   0.042
Iteration:   21100, Train reward:  -66.107, Eval reward: -152.792, TD loss: 139.293, Epsiode:   31, Epsilon:   0.038
Iteration:   21200, Train reward:  -76.112, Eval reward: -141.572, TD loss: 126.497, Epsiode:   31, Epsilon:   0.038
Iteration:   21300, Train reward:  -75.968, Eval reward: -162.499, TD loss: 133.806, Epsiode:   31, Epsilon:   0.038
Iteration:   21400, Train reward:  -77.583, Eval reward: -134.674, TD loss: 123.797, Epsiode:   31, Epsilon:   0.038
Iteration:   21500, Train reward:  -63.731, Eval reward:  -150.54, TD loss: 104.614, Epsiode:   31, Epsilon:   0.038
Iteration:   21600, Train reward:  -81.396, Eval reward: -151.106, TD loss: 131.596, Epsiode:   31, Epsilon:   0.038
Iteration:   21700, Train reward:  -75.707, Eval reward: -157.585, TD loss: 133.985, Epsiode:   31, Epsilon:   0.038
Iteration:   21800, Train reward:  -73.054, Eval reward: -136.656, TD loss: 133.557, Epsiode:   31, Epsilon:   0.038
Iteration:   21900, Train reward:  -59.966, Eval reward: -164.103, TD loss: 134.707, Epsiode:   31, Epsilon:   0.038
