Namespace(alpha=0.6, batch_size=32, beta_init=0.4, buffer_capacity=10000, clip_grad=False, device='cuda', envname='LunarLander-v2', epsilon_decay=0.9, epsilon_init=1, epsilon_min=0.01, epsilon_range=None, eval_episode=5, eval_period=1000, gamma=0.99, lr=0.001, max_episode_len=1000, model_dir='models/', n_iterations=300000, n_steps=1, natoms=51, no_dist=False, no_double=True, no_dueling=True, no_noisy=True, no_prioritized=True, noisy_std=0.5, save_model=False, start_update=100, target_update_period=100, vmax=100, vmin=-100, write_period=100)
Iteration:       0, Train reward:   -6.306, Eval reward: -630.191, TD loss: -10.085, Epsiode:    0, Epsilon:     1.0
Iteration:    5300, Train reward: -171.385, Eval reward: -134.371, TD loss: 141.199, Epsiode:   20, Epsilon:   0.122
Iteration:    5400, Train reward: -161.438, Eval reward: -126.035, TD loss:  149.58, Epsiode:   20, Epsilon:   0.122
Iteration:    5500, Train reward: -174.643, Eval reward: -135.368, TD loss: 143.767, Epsiode:   20, Epsilon:   0.122
Iteration:    5600, Train reward: -157.463, Eval reward: -136.591, TD loss: 153.604, Epsiode:   20, Epsilon:   0.122
Iteration:    5700, Train reward: -153.259, Eval reward: -147.944, TD loss: 141.004, Epsiode:   20, Epsilon:   0.122
Iteration:    5800, Train reward: -176.444, Eval reward:  -133.12, TD loss: 132.148, Epsiode:   20, Epsilon:   0.122
Iteration:    5900, Train reward: -158.422, Eval reward: -134.606, TD loss: 143.698, Epsiode:   20, Epsilon:   0.122
Iteration:    6000, Train reward: -153.942, Eval reward: -108.966, TD loss:  137.15, Epsiode:   20, Epsilon:   0.122
Iteration:    6100, Train reward: -173.523, Eval reward:  -98.559, TD loss: 134.492, Epsiode:   20, Epsilon:   0.122
Iteration:    6200, Train reward: -173.103, Eval reward: -110.366, TD loss: 135.743, Epsiode:   21, Epsilon:   0.109
Iteration:    6300, Train reward: -162.041, Eval reward:  -98.855, TD loss: 132.431, Epsiode:   21, Epsilon:   0.109
Iteration:    6400, Train reward: -162.228, Eval reward: -109.592, TD loss: 150.472, Epsiode:   21, Epsilon:   0.109
Iteration:    6500, Train reward: -158.555, Eval reward: -102.328, TD loss:  145.82, Epsiode:   21, Epsilon:   0.109
Iteration:    6600, Train reward: -152.657, Eval reward:  -92.701, TD loss: 151.819, Epsiode:   21, Epsilon:   0.109
Iteration:    6700, Train reward: -153.361, Eval reward:  -96.143, TD loss:   149.4, Epsiode:   21, Epsilon:   0.109
Iteration:    6800, Train reward: -143.051, Eval reward:  -117.26, TD loss: 136.592, Epsiode:   21, Epsilon:   0.109
Iteration:    6900, Train reward: -175.259, Eval reward: -105.561, TD loss: 147.155, Epsiode:   21, Epsilon:   0.109
Iteration:    7000, Train reward: -132.848, Eval reward: -143.717, TD loss: 148.964, Epsiode:   21, Epsilon:   0.109
Iteration:    7100, Train reward: -148.813, Eval reward: -127.893, TD loss: 149.926, Epsiode:   21, Epsilon:   0.109
Iteration:    7200, Train reward: -150.369, Eval reward: -122.634, TD loss: 130.322, Epsiode:   22, Epsilon:   0.098
Iteration:    7300, Train reward: -149.396, Eval reward: -126.913, TD loss: 153.397, Epsiode:   22, Epsilon:   0.098
Iteration:    7400, Train reward: -162.131, Eval reward: -124.663, TD loss: 145.223, Epsiode:   22, Epsilon:   0.098
Iteration:    7500, Train reward: -146.109, Eval reward: -131.296, TD loss: 146.171, Epsiode:   22, Epsilon:   0.098
Iteration:    7600, Train reward: -151.048, Eval reward: -135.832, TD loss: 146.108, Epsiode:   22, Epsilon:   0.098
Iteration:    7700, Train reward: -145.444, Eval reward:  -123.66, TD loss: 151.253, Epsiode:   22, Epsilon:   0.098
Iteration:    7800, Train reward: -153.951, Eval reward:  -113.49, TD loss: 150.795, Epsiode:   22, Epsilon:   0.098
Iteration:    7900, Train reward: -144.563, Eval reward: -118.617, TD loss: 149.706, Epsiode:   22, Epsilon:   0.098
Iteration:    8000, Train reward: -134.662, Eval reward: -141.295, TD loss:  148.88, Epsiode:   22, Epsilon:   0.098
Iteration:    8100, Train reward: -132.847, Eval reward: -145.326, TD loss:  161.78, Epsiode:   22, Epsilon:   0.098
Iteration:    8200, Train reward: -142.448, Eval reward: -159.281, TD loss: 132.774, Epsiode:   23, Epsilon:   0.089
Iteration:    8300, Train reward: -134.088, Eval reward: -145.589, TD loss: 152.124, Epsiode:   23, Epsilon:   0.089
Iteration:    8400, Train reward: -143.929, Eval reward: -149.878, TD loss: 142.081, Epsiode:   23, Epsilon:   0.089
Iteration:    8500, Train reward: -141.334, Eval reward: -136.842, TD loss:  156.87, Epsiode:   23, Epsilon:   0.089
Iteration:    8600, Train reward:  -134.75, Eval reward: -161.572, TD loss:  146.43, Epsiode:   23, Epsilon:   0.089
Iteration:    8700, Train reward: -131.665, Eval reward:  -144.38, TD loss: 154.633, Epsiode:   23, Epsilon:   0.089
Iteration:    8800, Train reward:  -128.89, Eval reward: -171.043, TD loss:   138.3, Epsiode:   23, Epsilon:   0.089
Iteration:    8900, Train reward: -150.334, Eval reward: -150.182, TD loss: 137.398, Epsiode:   23, Epsilon:   0.089
Iteration:    9000, Train reward:  -145.52, Eval reward: -116.161, TD loss: 148.471, Epsiode:   23, Epsilon:   0.089
Iteration:    9100, Train reward:  -137.06, Eval reward: -125.655, TD loss: 142.883, Epsiode:   23, Epsilon:   0.089
Iteration:    9200, Train reward:  -141.15, Eval reward: -124.606, TD loss: 147.648, Epsiode:   24, Epsilon:    0.08
Iteration:    9300, Train reward: -143.445, Eval reward: -123.759, TD loss: 142.734, Epsiode:   24, Epsilon:    0.08
Iteration:    9400, Train reward: -146.605, Eval reward: -133.518, TD loss: 150.777, Epsiode:   24, Epsilon:    0.08
Iteration:    9500, Train reward: -140.317, Eval reward: -107.066, TD loss: 142.768, Epsiode:   24, Epsilon:    0.08
Iteration:    9600, Train reward: -148.672, Eval reward: -128.901, TD loss: 132.655, Epsiode:   24, Epsilon:    0.08
Iteration:    9700, Train reward: -136.908, Eval reward: -128.558, TD loss: 150.866, Epsiode:   24, Epsilon:    0.08
Iteration:    9800, Train reward: -124.812, Eval reward:  -120.24, TD loss:  156.55, Epsiode:   24, Epsilon:    0.08
Iteration:    9900, Train reward: -129.211, Eval reward: -110.292, TD loss: 149.373, Epsiode:   24, Epsilon:    0.08
Iteration:   10000, Train reward: -147.075, Eval reward:  -200.57, TD loss: 123.802, Epsiode:   24, Epsilon:    0.08
Iteration:   10100, Train reward: -128.753, Eval reward: -243.532, TD loss: 119.073, Epsiode:   24, Epsilon:    0.08
Iteration:   10200, Train reward: -133.564, Eval reward: -223.837, TD loss: 138.634, Epsiode:   25, Epsilon:   0.072
Iteration:   10300, Train reward: -125.848, Eval reward: -216.361, TD loss: 147.908, Epsiode:   25, Epsilon:   0.072
Iteration:   10400, Train reward: -117.783, Eval reward: -229.148, TD loss: 138.168, Epsiode:   25, Epsilon:   0.072
Iteration:   10500, Train reward: -121.633, Eval reward: -222.044, TD loss:  125.83, Epsiode:   25, Epsilon:   0.072
Iteration:   10600, Train reward:  -153.24, Eval reward: -225.037, TD loss: 140.466, Epsiode:   25, Epsilon:   0.072
Iteration:   10700, Train reward: -125.232, Eval reward: -235.569, TD loss: 147.188, Epsiode:   25, Epsilon:   0.072
Iteration:   10800, Train reward: -119.568, Eval reward: -218.258, TD loss: 127.976, Epsiode:   25, Epsilon:   0.072
Iteration:   10900, Train reward:  -133.91, Eval reward: -231.497, TD loss: 141.121, Epsiode:   25, Epsilon:   0.072
Iteration:   11000, Train reward:  -125.11, Eval reward: -249.211, TD loss: 152.343, Epsiode:   25, Epsilon:   0.072
Iteration:   11100, Train reward: -131.583, Eval reward: -247.346, TD loss: 147.411, Epsiode:   25, Epsilon:   0.072
Iteration:   11200, Train reward:   -124.3, Eval reward: -250.946, TD loss: 145.161, Epsiode:   26, Epsilon:   0.065
Iteration:   11300, Train reward:  -119.16, Eval reward: -253.838, TD loss: 145.029, Epsiode:   26, Epsilon:   0.065
Iteration:   11400, Train reward: -132.952, Eval reward: -226.946, TD loss: 149.923, Epsiode:   26, Epsilon:   0.065
Iteration:   11500, Train reward: -123.944, Eval reward: -243.765, TD loss: 144.847, Epsiode:   26, Epsilon:   0.065
Iteration:   11600, Train reward: -121.248, Eval reward: -239.654, TD loss:   147.2, Epsiode:   26, Epsilon:   0.065
Iteration:   11700, Train reward: -122.693, Eval reward: -251.556, TD loss: 151.964, Epsiode:   26, Epsilon:   0.065
Iteration:   11800, Train reward: -103.618, Eval reward: -239.207, TD loss: 140.676, Epsiode:   26, Epsilon:   0.065
Iteration:   11900, Train reward:  -128.53, Eval reward: -246.851, TD loss: 134.883, Epsiode:   26, Epsilon:   0.065
Iteration:   12000, Train reward: -136.782, Eval reward: -155.977, TD loss: 166.932, Epsiode:   26, Epsilon:   0.065
Iteration:   12100, Train reward: -132.658, Eval reward: -163.794, TD loss: 144.325, Epsiode:   26, Epsilon:   0.065
Iteration:   12200, Train reward: -127.256, Eval reward: -167.006, TD loss: 126.671, Epsiode:   27, Epsilon:   0.058
Iteration:   12300, Train reward:  -128.75, Eval reward:  -161.38, TD loss: 124.586, Epsiode:   27, Epsilon:   0.058
Iteration:   12400, Train reward: -125.637, Eval reward: -158.902, TD loss: 131.696, Epsiode:   27, Epsilon:   0.058
Iteration:   12500, Train reward:  -109.37, Eval reward: -167.436, TD loss: 119.946, Epsiode:   27, Epsilon:   0.058
Iteration:   12600, Train reward: -121.646, Eval reward: -157.317, TD loss: 138.064, Epsiode:   27, Epsilon:   0.058
Iteration:   12700, Train reward: -126.382, Eval reward:   -167.5, TD loss: 148.541, Epsiode:   27, Epsilon:   0.058
Iteration:   12800, Train reward: -130.477, Eval reward: -175.604, TD loss: 148.973, Epsiode:   27, Epsilon:   0.058
Iteration:   12900, Train reward: -110.158, Eval reward: -178.257, TD loss:  144.93, Epsiode:   27, Epsilon:   0.058
Iteration:   13000, Train reward: -127.743, Eval reward: -166.978, TD loss: 140.601, Epsiode:   27, Epsilon:   0.058
Iteration:   13100, Train reward: -110.842, Eval reward: -150.367, TD loss: 145.591, Epsiode:   27, Epsilon:   0.058
Iteration:   13200, Train reward:  -92.649, Eval reward: -164.978, TD loss: 143.678, Epsiode:   28, Epsilon:   0.052
Iteration:   13300, Train reward:  -121.21, Eval reward: -176.835, TD loss: 136.556, Epsiode:   28, Epsilon:   0.052
Iteration:   13400, Train reward: -119.002, Eval reward: -181.167, TD loss: 130.102, Epsiode:   28, Epsilon:   0.052
Iteration:   13500, Train reward: -114.766, Eval reward: -179.829, TD loss: 134.094, Epsiode:   28, Epsilon:   0.052
Iteration:   13600, Train reward: -109.671, Eval reward: -168.965, TD loss: 142.709, Epsiode:   28, Epsilon:   0.052
Iteration:   13700, Train reward: -109.328, Eval reward: -182.878, TD loss: 128.677, Epsiode:   28, Epsilon:   0.052
Iteration:   13800, Train reward: -129.262, Eval reward: -184.152, TD loss: 142.832, Epsiode:   28, Epsilon:   0.052
Iteration:   13900, Train reward: -109.516, Eval reward: -161.769, TD loss: 134.131, Epsiode:   28, Epsilon:   0.052
Iteration:   14000, Train reward: -133.025, Eval reward: -168.838, TD loss: 138.075, Epsiode:   28, Epsilon:   0.052
Iteration:   14100, Train reward: -117.974, Eval reward: -173.649, TD loss: 142.527, Epsiode:   28, Epsilon:   0.052
Iteration:   14200, Train reward: -117.906, Eval reward:  -161.72, TD loss: 118.278, Epsiode:   29, Epsilon:   0.047
Iteration:   14300, Train reward: -118.421, Eval reward: -152.758, TD loss: 125.463, Epsiode:   29, Epsilon:   0.047
Iteration:   14400, Train reward: -119.798, Eval reward: -164.454, TD loss: 119.572, Epsiode:   29, Epsilon:   0.047
Iteration:   14500, Train reward: -108.578, Eval reward: -145.326, TD loss:  126.56, Epsiode:   29, Epsilon:   0.047
Iteration:   14600, Train reward: -121.449, Eval reward: -143.686, TD loss: 132.162, Epsiode:   29, Epsilon:   0.047
Iteration:   14700, Train reward: -132.945, Eval reward: -163.412, TD loss: 150.645, Epsiode:   29, Epsilon:   0.047
Iteration:   14800, Train reward: -120.749, Eval reward: -157.954, TD loss: 141.377, Epsiode:   29, Epsilon:   0.047
Iteration:   14900, Train reward: -118.629, Eval reward: -143.725, TD loss: 151.071, Epsiode:   29, Epsilon:   0.047
Iteration:   15000, Train reward: -130.183, Eval reward:  -94.792, TD loss: 123.637, Epsiode:   29, Epsilon:   0.047
Iteration:   15100, Train reward: -103.873, Eval reward:  -75.445, TD loss: 124.976, Epsiode:   29, Epsilon:   0.047
Iteration:   15200, Train reward: -116.039, Eval reward:  -99.292, TD loss: 152.304, Epsiode:   30, Epsilon:   0.042
Iteration:   15300, Train reward: -139.384, Eval reward:  -75.108, TD loss: 145.077, Epsiode:   30, Epsilon:   0.042
Iteration:   15400, Train reward: -119.769, Eval reward:  -98.856, TD loss: 139.746, Epsiode:   30, Epsilon:   0.042
Iteration:   15500, Train reward: -115.556, Eval reward: -108.304, TD loss: 157.018, Epsiode:   30, Epsilon:   0.042
Iteration:   15600, Train reward:  -136.91, Eval reward:  -76.519, TD loss: 139.852, Epsiode:   30, Epsilon:   0.042
Iteration:   15700, Train reward: -137.027, Eval reward: -107.639, TD loss: 141.106, Epsiode:   30, Epsilon:   0.042
Iteration:   15800, Train reward: -109.549, Eval reward: -105.205, TD loss: 144.618, Epsiode:   30, Epsilon:   0.042
Iteration:   15900, Train reward: -123.435, Eval reward:  -79.425, TD loss: 142.886, Epsiode:   30, Epsilon:   0.042
Iteration:   16000, Train reward: -121.022, Eval reward: -120.731, TD loss: 151.436, Epsiode:   30, Epsilon:   0.042
Iteration:   16100, Train reward: -115.015, Eval reward: -128.425, TD loss: 146.451, Epsiode:   30, Epsilon:   0.042
Iteration:   16200, Train reward: -143.778, Eval reward: -116.871, TD loss: 133.697, Epsiode:   31, Epsilon:   0.038
Iteration:   16300, Train reward: -113.661, Eval reward: -129.343, TD loss: 122.586, Epsiode:   31, Epsilon:   0.038
Iteration:   16400, Train reward:  -112.52, Eval reward: -117.631, TD loss: 121.855, Epsiode:   31, Epsilon:   0.038
Iteration:   16500, Train reward: -135.096, Eval reward: -126.523, TD loss: 152.506, Epsiode:   31, Epsilon:   0.038
Iteration:   16600, Train reward: -135.518, Eval reward: -122.911, TD loss: 159.384, Epsiode:   31, Epsilon:   0.038
Iteration:   16700, Train reward: -141.146, Eval reward: -149.542, TD loss: 138.524, Epsiode:   31, Epsilon:   0.038
Iteration:   16800, Train reward: -134.699, Eval reward: -139.342, TD loss: 124.914, Epsiode:   31, Epsilon:   0.038
Iteration:   16900, Train reward: -134.788, Eval reward: -143.089, TD loss: 116.592, Epsiode:   31, Epsilon:   0.038
Iteration:   17000, Train reward: -131.361, Eval reward: -113.576, TD loss: 130.402, Epsiode:   31, Epsilon:   0.038
Iteration:   17100, Train reward:  -139.07, Eval reward:  -86.603, TD loss: 122.615, Epsiode:   31, Epsilon:   0.038
Iteration:   17200, Train reward:  -120.41, Eval reward: -101.045, TD loss: 150.026, Epsiode:   32, Epsilon:   0.034
Iteration:   17300, Train reward:  -123.45, Eval reward: -102.261, TD loss: 136.202, Epsiode:   32, Epsilon:   0.034
Iteration:   17400, Train reward: -122.607, Eval reward:  -93.618, TD loss:  129.74, Epsiode:   32, Epsilon:   0.034
Iteration:   17500, Train reward: -118.018, Eval reward:  -99.677, TD loss: 133.562, Epsiode:   32, Epsilon:   0.034
Iteration:   17600, Train reward: -131.553, Eval reward:  -93.989, TD loss: 101.188, Epsiode:   32, Epsilon:   0.034
Iteration:   17700, Train reward:  -121.45, Eval reward: -102.872, TD loss: 120.338, Epsiode:   32, Epsilon:   0.034
Iteration:   17800, Train reward: -129.385, Eval reward:   -88.14, TD loss: 145.108, Epsiode:   32, Epsilon:   0.034
Iteration:   17900, Train reward: -105.227, Eval reward:  -95.343, TD loss:  139.85, Epsiode:   32, Epsilon:   0.034
Iteration:   18000, Train reward: -128.388, Eval reward: -131.109, TD loss: 120.298, Epsiode:   32, Epsilon:   0.034
Iteration:   18100, Train reward: -120.533, Eval reward: -142.036, TD loss: 111.516, Epsiode:   32, Epsilon:   0.034
Iteration:   18200, Train reward: -116.914, Eval reward: -142.486, TD loss: 141.171, Epsiode:   33, Epsilon:   0.031
Iteration:   18300, Train reward: -133.246, Eval reward: -137.062, TD loss:  145.19, Epsiode:   33, Epsilon:   0.031
Iteration:   18400, Train reward: -123.677, Eval reward: -135.817, TD loss: 132.497, Epsiode:   33, Epsilon:   0.031
Iteration:   18500, Train reward: -102.811, Eval reward: -154.905, TD loss: 142.845, Epsiode:   33, Epsilon:   0.031
Iteration:   18600, Train reward: -113.862, Eval reward: -124.479, TD loss: 109.803, Epsiode:   33, Epsilon:   0.031
Iteration:   18700, Train reward: -111.347, Eval reward: -126.574, TD loss: 138.486, Epsiode:   33, Epsilon:   0.031
Iteration:   18800, Train reward: -120.397, Eval reward: -143.473, TD loss: 133.396, Epsiode:   33, Epsilon:   0.031
Iteration:   18900, Train reward: -115.165, Eval reward: -123.988, TD loss: 120.241, Epsiode:   33, Epsilon:   0.031
Iteration:   19000, Train reward: -124.903, Eval reward: -114.908, TD loss: 108.243, Epsiode:   33, Epsilon:   0.031
Iteration:   19100, Train reward: -113.246, Eval reward: -115.435, TD loss:  112.53, Epsiode:   33, Epsilon:   0.031
Iteration:   19200, Train reward:  -106.78, Eval reward: -118.158, TD loss: 113.326, Epsiode:   34, Epsilon:   0.028
Iteration:   19300, Train reward: -125.305, Eval reward: -131.502, TD loss: 149.497, Epsiode:   34, Epsilon:   0.028
Iteration:   19400, Train reward: -128.099, Eval reward: -129.091, TD loss: 126.033, Epsiode:   34, Epsilon:   0.028
Iteration:   19500, Train reward: -115.723, Eval reward: -118.439, TD loss: 123.631, Epsiode:   34, Epsilon:   0.028
Iteration:   19600, Train reward: -109.356, Eval reward: -115.945, TD loss: 128.892, Epsiode:   34, Epsilon:   0.028
Iteration:   19700, Train reward: -135.679, Eval reward: -124.402, TD loss: 138.206, Epsiode:   34, Epsilon:   0.028
Iteration:   19800, Train reward:  -116.79, Eval reward: -130.867, TD loss: 123.679, Epsiode:   34, Epsilon:   0.028
Iteration:   19900, Train reward:  -125.88, Eval reward: -110.768, TD loss: 146.423, Epsiode:   34, Epsilon:   0.028
Iteration:   20000, Train reward: -112.626, Eval reward: -110.087, TD loss: 123.065, Epsiode:   34, Epsilon:   0.028
Iteration:   20100, Train reward: -111.842, Eval reward: -107.158, TD loss: 114.062, Epsiode:   34, Epsilon:   0.028
Iteration:   20200, Train reward: -119.286, Eval reward:  -89.722, TD loss: 122.429, Epsiode:   35, Epsilon:   0.025
Iteration:   20300, Train reward: -111.847, Eval reward: -121.774, TD loss: 117.329, Epsiode:   35, Epsilon:   0.025
Iteration:   20400, Train reward: -113.631, Eval reward: -115.507, TD loss: 133.103, Epsiode:   35, Epsilon:   0.025
Iteration:   20500, Train reward: -112.865, Eval reward: -104.101, TD loss:  118.19, Epsiode:   35, Epsilon:   0.025
Iteration:   20600, Train reward: -110.368, Eval reward: -116.411, TD loss: 128.444, Epsiode:   35, Epsilon:   0.025
Iteration:   20700, Train reward: -120.936, Eval reward: -101.862, TD loss:  116.68, Epsiode:   35, Epsilon:   0.025
Iteration:   20800, Train reward: -128.422, Eval reward: -113.446, TD loss: 122.431, Epsiode:   35, Epsilon:   0.025
Iteration:   20900, Train reward: -119.644, Eval reward: -127.026, TD loss: 114.349, Epsiode:   35, Epsilon:   0.025
Iteration:   21000, Train reward: -116.951, Eval reward: -185.658, TD loss: 129.149, Epsiode:   35, Epsilon:   0.025
Iteration:   21100, Train reward: -119.279, Eval reward: -174.611, TD loss: 117.719, Epsiode:   35, Epsilon:   0.025
Iteration:   21200, Train reward: -117.767, Eval reward:  -179.83, TD loss: 141.579, Epsiode:   36, Epsilon:   0.023
Iteration:   21300, Train reward: -130.156, Eval reward: -179.464, TD loss: 130.762, Epsiode:   36, Epsilon:   0.023
Iteration:   21400, Train reward:  -129.94, Eval reward: -191.373, TD loss: 128.257, Epsiode:   36, Epsilon:   0.023
Iteration:   21500, Train reward: -115.906, Eval reward: -187.008, TD loss: 121.569, Epsiode:   36, Epsilon:   0.023
Iteration:   21600, Train reward: -125.095, Eval reward:  -166.41, TD loss: 127.648, Epsiode:   36, Epsilon:   0.023
Iteration:   21700, Train reward:  -149.31, Eval reward:  -174.46, TD loss: 115.798, Epsiode:   36, Epsilon:   0.023
Iteration:   21800, Train reward: -120.742, Eval reward:   -194.4, TD loss:  128.43, Epsiode:   36, Epsilon:   0.023
Iteration:   21900, Train reward: -120.167, Eval reward: -176.728, TD loss: 129.604, Epsiode:   36, Epsilon:   0.023
Iteration:   22000, Train reward: -140.276, Eval reward: -117.995, TD loss: 122.038, Epsiode:   36, Epsilon:   0.023
Iteration:   22100, Train reward: -132.687, Eval reward:  -144.93, TD loss: 108.366, Epsiode:   36, Epsilon:   0.023
